"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","HandCuff","PepperSpray","Firearm","Other","CEW","Stopped","Verbal","Summons"
"13216","Female","Hispanic",2009,103,"Other",1,2,1,0,0,0,1,0,7,0,0
"13217","Male","Hispanic",2009,103,"Other",7,16,7,5,0,0,9,0,44,0,3
"13218","Female","Other",2009,103,"Other",0,0,0,0,0,0,0,0,5,0,0
"13219","Male","Other",2009,103,"Other",3,14,5,3,0,0,10,0,30,0,4
"13220","Unknown","Other",2009,103,"Other",1,0,1,0,0,0,0,0,4,0,0
"13221","Female","White",2009,103,"Other",0,1,0,0,0,0,0,0,2,0,0
"13222","Male","White",2009,103,"Other",1,1,1,1,0,0,0,0,6,0,0
"20588","Female","Black",2009,103,"Substance",8,13,4,4,0,0,8,0,74,0,3
"20589","Male","Black",2009,103,"Substance",113,319,90,57,0,0,236,0,1217,0,27
"20590","Unknown","Black",2009,103,"Substance",0,1,0,0,0,0,1,0,14,0,0
"20591","Female","Hispanic",2009,103,"Substance",1,1,0,0,0,0,0,0,25,0,1
"20592","Male","Hispanic",2009,103,"Substance",25,45,20,15,0,0,32,0,190,0,9
"20593","Unknown","Hispanic",2009,103,"Substance",0,0,0,0,0,0,0,0,2,0,0
"20594","Female","Other",2009,103,"Substance",0,0,0,0,0,0,0,0,9,0,0
"20595","Male","Other",2009,103,"Substance",12,23,6,2,0,0,18,0,111,0,2
"20596","Unknown","Other",2009,103,"Substance",0,4,0,0,0,0,3,0,27,0,0
"20597","Female","White",2009,103,"Substance",0,1,0,0,0,0,1,0,5,0,0
"20598","Male","White",2009,103,"Substance",1,6,2,2,0,0,5,0,29,0,0
"29739","Female","Black",2009,103,"Theft",26,56,23,11,0,1,45,0,182,0,6
"29740","Male","Black",2009,103,"Theft",185,1432,205,140,0,15,986,0,3304,0,87
"29741","Unknown","Black",2009,103,"Theft",0,3,0,0,0,0,2,0,12,0,0
"29742","Female","Hispanic",2009,103,"Theft",8,17,7,6,0,0,11,0,59,0,1
"29743","Male","Hispanic",2009,103,"Theft",55,451,48,43,0,3,286,0,1000,0,44
"29744","Unknown","Hispanic",2009,103,"Theft",0,2,0,0,0,0,2,0,5,0,1
"29745","Female","Other",2009,103,"Theft",10,13,7,5,0,0,7,0,44,0,2
"29746","Male","Other",2009,103,"Theft",12,154,14,8,0,1,90,0,480,0,22
"29747","Unknown","Other",2009,103,"Theft",2,14,2,1,0,0,14,0,55,0,1
"29748","Female","White",2009,103,"Theft",1,3,1,1,0,0,2,0,12,0,1
"29749","Male","White",2009,103,"Theft",7,21,7,4,0,0,7,0,105,0,7
"29750","Unknown","White",2009,103,"Theft",0,0,0,0,0,0,0,0,1,0,0
"37705","Female","Black",2009,103,"Tresspass",9,4,4,0,0,0,0,0,98,0,1
"37706","Male","Black",2009,103,"Tresspass",34,47,19,5,0,1,20,0,430,0,12
"37707","Unknown","Black",2009,103,"Tresspass",0,0,0,0,0,1,4,0,35,0,0
"37708","Female","Hispanic",2009,103,"Tresspass",1,8,1,1,0,0,1,0,24,0,9
"37709","Male","Hispanic",2009,103,"Tresspass",4,13,5,3,0,0,5,0,69,0,5
"37710","Unknown","Hispanic",2009,103,"Tresspass",0,0,0,0,0,0,1,0,1,0,0
"37711","Female","Other",2009,103,"Tresspass",0,1,0,0,0,0,0,0,9,0,1
"37712","Male","Other",2009,103,"Tresspass",0,5,0,0,0,0,3,0,25,0,5
"37713","Unknown","Other",2009,103,"Tresspass",0,0,0,0,0,0,0,0,5,0,0
"37714","Female","White",2009,103,"Tresspass",0,0,0,0,0,0,0,0,2,0,0
"37715","Male","White",2009,103,"Tresspass",1,2,1,0,0,0,1,0,5,0,0
"45646","Female","Black",2009,103,"Weapon",7,34,6,5,0,3,29,0,60,0,3
"45647","Male","Black",2009,103,"Weapon",111,1538,225,73,1,31,949,0,1836,0,55
"45648","Unknown","Black",2009,103,"Weapon",0,5,0,0,0,1,6,0,39,0,0
"45649","Female","Hispanic",2009,103,"Weapon",0,8,1,0,0,0,6,0,12,0,1
"45650","Male","Hispanic",2009,103,"Weapon",60,406,83,32,2,12,245,0,461,0,28
"45651","Unknown","Hispanic",2009,103,"Weapon",0,3,1,0,0,0,2,0,5,0,0
"45652","Female","Other",2009,103,"Weapon",1,9,0,0,0,0,3,0,11,0,0
"45653","Male","Other",2009,103,"Weapon",6,110,14,5,0,10,81,0,135,0,8
"45654","Unknown","Other",2009,103,"Weapon",1,29,3,0,0,1,14,0,33,0,0
"45655","Female","White",2009,103,"Weapon",0,1,0,0,0,0,1,0,2,0,0
"45656","Male","White",2009,103,"Weapon",0,28,12,2,0,0,12,0,31,0,5
"5941","Female","Black",2009,104,"Assault",1,1,0,0,0,0,0,0,5,0,0
"5942","Male","Black",2009,104,"Assault",2,13,3,0,0,0,5,0,20,0,0
"5943","Female","Hispanic",2009,104,"Assault",4,8,3,3,0,0,5,0,28,0,2
"5944","Male","Hispanic",2009,104,"Assault",28,161,33,11,0,3,68,0,267,0,19
"5945","Unknown","Hispanic",2009,104,"Assault",1,0,0,1,0,0,0,0,1,0,0
"5946","Female","Other",2009,104,"Assault",0,0,0,0,0,0,0,0,2,0,0
"5947","Male","Other",2009,104,"Assault",1,7,2,1,0,0,3,0,21,0,1
"5948","Unknown","Other",2009,104,"Assault",0,0,0,0,0,0,0,0,1,0,0
"5949","Female","White",2009,104,"Assault",5,8,4,3,0,0,0,0,20,0,1
"5950","Male","White",2009,104,"Assault",21,89,20,12,0,0,25,0,178,0,12
"13313","Female","Black",2009,104,"Other",1,4,1,0,0,0,3,0,5,0,0
"13314","Male","Black",2009,104,"Other",3,30,5,1,0,0,18,0,40,0,0
"13315","Female","Hispanic",2009,104,"Other",2,10,2,0,0,0,1,0,22,0,0
"13316","Male","Hispanic",2009,104,"Other",15,124,19,3,0,0,22,0,187,0,8
"13317","Female","Other",2009,104,"Other",1,8,2,0,0,0,8,0,10,0,0
"13318","Male","Other",2009,104,"Other",4,13,3,0,0,0,8,0,18,0,0
"13319","Female","White",2009,104,"Other",3,14,2,0,0,0,1,0,26,0,1
"13320","Male","White",2009,104,"Other",14,121,20,1,0,0,21,0,184,0,2
"20684","Female","Black",2009,104,"Substance",0,2,0,0,0,0,0,0,3,0,0
"20685","Male","Black",2009,104,"Substance",2,21,3,1,0,0,3,0,31,0,2
"20686","Female","Hispanic",2009,104,"Substance",1,7,1,1,0,0,2,0,12,0,0
"20687","Male","Hispanic",2009,104,"Substance",19,148,15,8,0,0,37,0,203,0,5
"20688","Unknown","Hispanic",2009,104,"Substance",0,1,0,0,0,0,0,0,1,0,0
"20689","Female","Other",2009,104,"Substance",0,0,0,0,0,0,0,0,2,0,0
"20690","Male","Other",2009,104,"Substance",0,15,0,0,0,0,4,0,20,0,0
"20691","Unknown","Other",2009,104,"Substance",0,2,0,0,0,0,1,0,4,0,0
"20692","Female","White",2009,104,"Substance",0,12,0,0,0,0,4,0,37,0,0
"20693","Male","White",2009,104,"Substance",15,147,13,7,0,0,21,0,241,0,9
"20694","Unknown","White",2009,104,"Substance",0,3,0,0,0,0,0,0,3,0,0
"29875","Female","Black",2009,104,"Theft",2,8,1,1,0,0,1,0,32,0,2
"29876","Male","Black",2009,104,"Theft",20,414,66,16,0,4,107,0,555,0,14
"29877","Unknown","Black",2009,104,"Theft",0,1,0,0,0,0,0,0,1,0,0
"29878","Female","Hispanic",2009,104,"Theft",4,43,10,2,0,0,10,0,119,0,6
"29879","Male","Hispanic",2009,104,"Theft",120,2102,303,51,0,8,496,0,2963,0,98
"29880","Unknown","Hispanic",2009,104,"Theft",0,2,0,0,0,0,0,0,5,0,0
"29881","Female","Other",2009,104,"Theft",0,7,0,0,0,0,0,0,16,0,0
"29882","Male","Other",2009,104,"Theft",3,118,10,6,0,0,32,0,236,0,10
"29883","Unknown","Other",2009,104,"Theft",0,3,0,0,0,0,0,0,16,0,0
"29884","Female","White",2009,104,"Theft",1,38,3,1,0,0,2,0,103,0,1
"29885","Male","White",2009,104,"Theft",33,810,89,20,1,7,179,0,1460,0,54
"37788","Female","Black",2009,104,"Tresspass",0,2,0,0,0,0,0,0,2,0,0
"37789","Male","Black",2009,104,"Tresspass",0,2,0,0,0,0,2,0,7,0,2
"37790","Female","Hispanic",2009,104,"Tresspass",0,4,0,0,0,0,0,0,5,0,1
"37791","Male","Hispanic",2009,104,"Tresspass",0,25,0,1,0,0,7,0,68,0,1
"37792","Unknown","Hispanic",2009,104,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37793","Male","Other",2009,104,"Tresspass",0,2,0,0,0,0,0,0,7,0,0
"37794","Unknown","Other",2009,104,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37795","Female","White",2009,104,"Tresspass",0,1,0,0,0,0,1,0,11,0,1
"37796","Male","White",2009,104,"Tresspass",2,5,1,0,0,0,1,0,43,0,2
"45760","Female","Black",2009,104,"Weapon",1,2,2,0,0,0,1,0,2,0,0
"45761","Male","Black",2009,104,"Weapon",4,54,10,5,0,2,18,0,62,0,3
"45762","Female","Hispanic",2009,104,"Weapon",0,13,4,0,0,0,4,0,17,0,0
"45763","Male","Hispanic",2009,104,"Weapon",37,370,88,15,0,9,113,0,397,0,26
"45764","Unknown","Hispanic",2009,104,"Weapon",0,0,0,0,0,0,1,0,1,0,0
"45765","Female","Other",2009,104,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"45766","Male","Other",2009,104,"Weapon",2,16,2,1,0,5,4,0,18,0,0
"45767","Unknown","Other",2009,104,"Weapon",0,4,0,0,0,0,0,0,4,0,0
"45768","Female","White",2009,104,"Weapon",0,16,1,1,0,1,4,0,20,0,1
"45769","Male","White",2009,104,"Weapon",17,190,40,3,0,1,42,0,219,0,21
"6032","Female","Black",2009,105,"Assault",12,14,9,7,0,0,6,0,18,0,0
"6033","Male","Black",2009,105,"Assault",17,47,18,19,0,0,18,0,78,0,2
"6034","Female","Hispanic",2009,105,"Assault",0,0,0,0,0,0,0,0,3,0,0
"6035","Male","Hispanic",2009,105,"Assault",2,12,1,3,0,0,7,0,16,0,6
"6036","Female","Other",2009,105,"Assault",2,1,1,0,0,0,0,0,3,0,0
"6037","Male","Other",2009,105,"Assault",11,19,9,9,0,0,9,0,23,0,3
"6038","Unknown","Other",2009,105,"Assault",0,0,0,0,0,0,0,0,1,0,0
"6039","Male","White",2009,105,"Assault",3,7,4,1,0,0,3,0,7,0,0
"13409","Female","Black",2009,105,"Other",4,4,4,2,0,0,2,0,10,0,0
"13410","Male","Black",2009,105,"Other",26,47,29,17,0,0,21,0,104,0,3
"13411","Female","Hispanic",2009,105,"Other",0,0,0,0,0,0,0,0,1,0,0
"13412","Male","Hispanic",2009,105,"Other",4,4,4,2,0,0,2,0,36,0,1
"13413","Female","Other",2009,105,"Other",0,0,0,0,0,0,0,0,2,0,0
"13414","Male","Other",2009,105,"Other",4,10,4,2,0,0,3,0,34,0,2
"13415","Unknown","Other",2009,105,"Other",1,1,1,0,0,0,0,0,2,0,0
"13416","Female","White",2009,105,"Other",0,0,0,0,0,0,0,0,2,0,0
"13417","Male","White",2009,105,"Other",2,8,4,1,0,0,3,0,24,0,1
"20777","Female","Black",2009,105,"Substance",10,15,10,7,0,0,7,0,25,0,1
"20778","Male","Black",2009,105,"Substance",117,216,105,77,0,4,108,0,318,0,15
"20779","Female","Hispanic",2009,105,"Substance",3,3,3,2,0,0,3,0,6,0,0
"20780","Male","Hispanic",2009,105,"Substance",25,49,23,13,0,0,22,0,63,0,3
"20781","Female","Other",2009,105,"Substance",0,1,0,0,0,0,0,0,3,0,0
"20782","Male","Other",2009,105,"Substance",6,18,6,4,0,0,7,0,36,0,8
"20783","Female","White",2009,105,"Substance",5,6,4,4,0,0,5,0,8,0,0
"20784","Male","White",2009,105,"Substance",34,45,32,30,0,0,28,0,57,0,1
"30012","Female","Black",2009,105,"Theft",8,52,8,7,0,1,32,0,163,0,11
"30013","Male","Black",2009,105,"Theft",242,2075,267,135,0,12,786,0,3644,0,123
"30014","Unknown","Black",2009,105,"Theft",0,3,0,0,0,0,0,0,8,0,0
"30015","Female","Hispanic",2009,105,"Theft",6,19,1,2,0,0,7,0,50,0,2
"30016","Male","Hispanic",2009,105,"Theft",37,280,23,15,0,1,88,0,655,0,23
"30017","Unknown","Hispanic",2009,105,"Theft",0,0,0,0,0,0,1,0,4,0,0
"30018","Female","Other",2009,105,"Theft",8,8,0,1,0,0,2,0,46,0,0
"30019","Male","Other",2009,105,"Theft",29,249,22,12,0,0,78,0,562,0,26
"30020","Unknown","Other",2009,105,"Theft",0,11,0,0,0,0,2,0,33,0,2
"30021","Female","White",2009,105,"Theft",4,4,1,1,0,0,0,0,17,0,0
"30022","Male","White",2009,105,"Theft",23,112,12,5,0,0,32,0,270,0,7
"30023","Unknown","White",2009,105,"Theft",0,0,0,0,0,0,0,0,1,0,0
"37840","Female","Black",2009,105,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37841","Male","Black",2009,105,"Tresspass",5,5,4,3,0,0,1,0,10,0,0
"37842","Unknown","Black",2009,105,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37843","Female","Hispanic",2009,105,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37844","Male","Hispanic",2009,105,"Tresspass",1,1,1,1,0,0,0,0,6,0,0
"37845","Female","Other",2009,105,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37846","Male","Other",2009,105,"Tresspass",1,1,0,0,0,0,0,0,2,0,0
"37847","Unknown","Other",2009,105,"Tresspass",1,1,1,1,0,0,0,0,1,0,0
"45864","Female","Black",2009,105,"Weapon",7,21,9,4,0,1,9,0,30,0,1
"45865","Male","Black",2009,105,"Weapon",136,1163,219,101,0,39,386,0,1250,0,54
"45866","Unknown","Black",2009,105,"Weapon",0,1,0,0,0,0,1,0,1,0,0
"45867","Female","Hispanic",2009,105,"Weapon",0,1,0,0,0,0,2,0,4,0,0
"45868","Male","Hispanic",2009,105,"Weapon",25,117,32,22,0,2,40,0,129,0,3
"45869","Female","Other",2009,105,"Weapon",1,3,0,0,0,0,2,0,5,0,0
"45870","Male","Other",2009,105,"Weapon",12,109,18,6,0,0,34,0,114,0,5
"45871","Unknown","Other",2009,105,"Weapon",0,6,0,0,0,0,2,0,7,0,0
"45872","Female","White",2009,105,"Weapon",2,2,2,0,0,0,0,0,2,0,0
"45873","Male","White",2009,105,"Weapon",18,45,18,7,0,1,10,0,49,0,2
"6123","Female","Black",2009,106,"Assault",0,3,0,0,0,0,0,0,6,0,1
"6124","Male","Black",2009,106,"Assault",5,30,8,9,0,1,10,0,61,0,10
"6125","Female","Hispanic",2009,106,"Assault",0,0,0,0,0,0,0,0,6,0,0
"6126","Male","Hispanic",2009,106,"Assault",4,18,12,3,0,1,6,0,32,0,6
"6127","Female","Other",2009,106,"Assault",0,0,0,0,0,0,0,0,2,0,0
"6128","Male","Other",2009,106,"Assault",8,47,12,7,0,1,11,0,68,0,7
"6129","Male","White",2009,106,"Assault",2,3,2,0,0,0,2,0,9,0,0
"13501","Female","Black",2009,106,"Other",0,1,0,1,0,0,0,0,4,0,0
"13502","Male","Black",2009,106,"Other",6,24,9,5,0,0,8,0,59,0,6
"13503","Female","Hispanic",2009,106,"Other",2,1,2,0,0,0,0,0,6,0,0
"13504","Male","Hispanic",2009,106,"Other",10,25,10,4,0,0,5,0,60,0,2
"13505","Female","Other",2009,106,"Other",3,3,3,2,0,0,1,0,23,0,0
"13506","Male","Other",2009,106,"Other",13,35,10,3,0,0,7,0,112,0,10
"13507","Unknown","Other",2009,106,"Other",1,1,1,0,0,0,0,0,5,0,0
"13508","Female","White",2009,106,"Other",0,1,0,0,0,0,1,0,4,0,0
"13509","Male","White",2009,106,"Other",1,7,2,0,0,0,2,0,20,0,0
"20868","Female","Black",2009,106,"Substance",1,6,2,0,0,0,1,0,9,0,0
"20869","Male","Black",2009,106,"Substance",11,91,25,10,0,0,20,0,158,0,9
"20870","Female","Hispanic",2009,106,"Substance",0,2,2,0,0,0,1,0,11,0,2
"20871","Male","Hispanic",2009,106,"Substance",18,60,17,4,0,0,9,0,88,0,12
"20872","Unknown","Hispanic",2009,106,"Substance",0,0,0,0,0,0,0,0,1,0,0
"20873","Female","Other",2009,106,"Substance",0,1,0,0,0,0,0,0,6,0,1
"20874","Male","Other",2009,106,"Substance",23,86,25,2,0,0,3,0,138,0,20
"20875","Unknown","Other",2009,106,"Substance",1,1,1,0,0,0,0,0,2,0,0
"20876","Female","White",2009,106,"Substance",0,2,1,0,0,0,0,0,7,0,1
"20877","Male","White",2009,106,"Substance",8,36,12,1,0,0,2,0,60,0,4
"30144","Female","Black",2009,106,"Theft",3,14,1,2,0,0,10,0,77,0,7
"30145","Male","Black",2009,106,"Theft",66,1072,167,20,0,8,202,0,1800,0,64
"30146","Unknown","Black",2009,106,"Theft",0,2,0,0,0,0,1,0,6,0,0
"30147","Female","Hispanic",2009,106,"Theft",2,19,3,2,0,0,9,0,66,0,6
"30148","Male","Hispanic",2009,106,"Theft",46,620,117,9,0,2,77,0,1176,0,82
"30149","Unknown","Hispanic",2009,106,"Theft",0,1,0,0,0,0,0,0,3,0,0
"30150","Female","Other",2009,106,"Theft",1,16,1,1,0,0,7,0,104,0,15
"30151","Male","Other",2009,106,"Theft",57,1075,204,19,0,3,119,0,2094,0,124
"30152","Unknown","Other",2009,106,"Theft",0,10,3,1,0,0,2,0,30,0,2
"30153","Female","White",2009,106,"Theft",1,13,0,0,0,0,4,0,54,0,3
"30154","Male","White",2009,106,"Theft",23,244,49,5,0,0,38,0,538,0,23
"30155","Unknown","White",2009,106,"Theft",1,1,1,0,0,0,0,0,1,0,0
"37886","Female","Black",2009,106,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37887","Male","Black",2009,106,"Tresspass",2,3,2,2,0,0,2,0,5,0,0
"37888","Female","Hispanic",2009,106,"Tresspass",0,1,0,0,0,0,1,0,1,0,1
"37889","Male","Hispanic",2009,106,"Tresspass",1,4,0,0,0,0,2,0,11,0,0
"37890","Female","Other",2009,106,"Tresspass",0,0,0,0,0,0,0,0,3,0,0
"37891","Male","Other",2009,106,"Tresspass",1,3,0,0,0,0,2,0,18,0,3
"37892","Male","White",2009,106,"Tresspass",1,3,1,0,0,0,3,0,5,0,2
"45972","Female","Black",2009,106,"Weapon",1,18,3,0,0,1,5,0,19,0,2
"45973","Male","Black",2009,106,"Weapon",32,356,106,6,0,2,95,0,370,0,28
"45974","Unknown","Black",2009,106,"Weapon",1,1,1,0,0,0,1,0,1,0,0
"45975","Female","Hispanic",2009,106,"Weapon",0,5,1,0,0,1,2,0,6,0,2
"45976","Male","Hispanic",2009,106,"Weapon",18,162,38,7,0,4,37,0,167,0,18
"45977","Female","Other",2009,106,"Weapon",1,9,3,2,0,1,2,0,9,0,3
"45978","Male","Other",2009,106,"Weapon",19,188,60,7,0,3,51,0,209,0,26
"45979","Unknown","Other",2009,106,"Weapon",0,4,3,0,0,0,3,0,4,0,3
"45980","Female","White",2009,106,"Weapon",0,5,1,0,0,0,1,0,6,0,1
"45981","Male","White",2009,106,"Weapon",17,66,31,5,0,2,15,0,70,0,4
"6224","Female","Black",2009,107,"Assault",1,3,1,0,0,0,1,0,11,0,0
"6225","Male","Black",2009,107,"Assault",8,33,7,6,0,0,10,0,85,0,3
"6226","Female","Hispanic",2009,107,"Assault",1,2,0,0,0,0,0,0,6,0,0
"6227","Male","Hispanic",2009,107,"Assault",9,33,10,6,0,2,18,0,88,0,7
"6228","Unknown","Hispanic",2009,107,"Assault",0,0,0,0,0,0,0,0,1,0,0
"6229","Female","Other",2009,107,"Assault",0,2,0,0,0,0,1,0,3,0,0
"6230","Male","Other",2009,107,"Assault",5,12,6,3,0,1,6,0,55,0,0
"6231","Unknown","Other",2009,107,"Assault",0,0,0,0,0,0,0,0,2,0,0
"6232","Female","White",2009,107,"Assault",0,1,0,0,0,0,0,0,1,0,0
"6233","Male","White",2009,107,"Assault",6,21,2,4,0,1,9,0,35,0,1
"13606","Female","Black",2009,107,"Other",0,0,0,0,0,0,0,0,3,0,0
"13607","Male","Black",2009,107,"Other",1,30,2,2,0,0,22,0,64,0,4
"13608","Female","Hispanic",2009,107,"Other",1,4,1,1,0,0,2,0,8,0,1
"13609","Male","Hispanic",2009,107,"Other",4,30,4,2,0,0,12,0,61,0,3
"13610","Unknown","Hispanic",2009,107,"Other",0,0,0,0,0,0,0,0,1,0,0
"13611","Female","Other",2009,107,"Other",1,0,0,0,0,0,0,0,4,0,0
"13612","Male","Other",2009,107,"Other",2,22,3,2,0,0,7,0,46,0,4
"13613","Female","White",2009,107,"Other",0,2,0,0,0,0,1,0,4,0,0
"13614","Male","White",2009,107,"Other",3,30,5,3,0,0,22,0,58,0,3
"20968","Female","Black",2009,107,"Substance",0,1,0,0,0,0,0,0,9,0,0
"20969","Male","Black",2009,107,"Substance",4,55,17,2,0,1,18,0,126,0,10
"20970","Unknown","Black",2009,107,"Substance",0,0,0,0,0,0,1,0,3,0,0
"20971","Female","Hispanic",2009,107,"Substance",0,3,2,0,0,0,1,0,8,0,2
"20972","Male","Hispanic",2009,107,"Substance",2,23,5,2,0,0,7,0,54,0,3
"20973","Female","Other",2009,107,"Substance",0,2,0,0,0,0,0,0,3,0,0
"20974","Male","Other",2009,107,"Substance",1,13,3,1,0,0,5,0,36,0,4
"20975","Unknown","Other",2009,107,"Substance",0,0,0,0,0,0,0,0,1,0,0
"20976","Female","White",2009,107,"Substance",0,1,0,0,0,0,0,0,3,0,0
"20977","Male","White",2009,107,"Substance",1,18,3,1,0,0,10,0,31,0,5
"30290","Female","Black",2009,107,"Theft",5,16,6,4,0,0,8,0,71,0,2
"30291","Male","Black",2009,107,"Theft",65,851,249,44,0,8,307,0,1419,0,35
"30292","Unknown","Black",2009,107,"Theft",0,1,0,0,0,0,1,0,4,0,0
"30293","Female","Hispanic",2009,107,"Theft",1,10,1,2,0,0,6,0,62,0,2
"30294","Male","Hispanic",2009,107,"Theft",30,488,122,18,0,6,176,0,1008,0,33
"30295","Female","Other",2009,107,"Theft",0,5,0,0,0,0,1,0,34,0,1
"30296","Male","Other",2009,107,"Theft",14,275,70,12,0,7,105,0,632,0,32
"30297","Unknown","Other",2009,107,"Theft",0,1,0,0,0,0,1,0,1,0,0
"30298","Female","White",2009,107,"Theft",2,15,1,2,0,0,1,0,71,0,2
"30299","Male","White",2009,107,"Theft",13,346,84,13,0,4,140,0,741,0,21
"30300","Unknown","White",2009,107,"Theft",0,0,0,0,0,0,0,0,1,0,0
"37973","Female","Black",2009,107,"Tresspass",3,7,0,0,0,1,6,0,66,0,1
"37974","Male","Black",2009,107,"Tresspass",26,26,17,4,0,0,18,0,297,0,4
"37975","Unknown","Black",2009,107,"Tresspass",0,0,0,0,0,0,1,0,22,0,0
"37976","Female","Hispanic",2009,107,"Tresspass",0,0,0,0,0,0,0,0,12,0,0
"37977","Male","Hispanic",2009,107,"Tresspass",8,8,6,2,0,0,3,0,63,0,1
"37978","Unknown","Hispanic",2009,107,"Tresspass",0,0,0,0,0,0,1,0,5,0,0
"37979","Female","Other",2009,107,"Tresspass",0,0,0,0,0,0,0,0,5,0,0
"37980","Male","Other",2009,107,"Tresspass",2,9,3,1,0,0,2,0,30,0,0
"37981","Unknown","Other",2009,107,"Tresspass",0,0,0,0,0,0,0,0,9,0,0
"37982","Female","White",2009,107,"Tresspass",0,1,1,0,0,0,0,0,6,0,2
"37983","Male","White",2009,107,"Tresspass",3,10,6,1,0,0,6,0,33,0,7
"46092","Female","Black",2009,107,"Weapon",0,11,2,1,0,0,3,0,24,0,0
"46093","Male","Black",2009,107,"Weapon",14,321,166,13,0,6,112,0,458,0,27
"46094","Unknown","Black",2009,107,"Weapon",0,0,0,0,0,0,0,0,16,0,0
"46095","Female","Hispanic",2009,107,"Weapon",0,5,0,0,0,0,2,0,7,0,0
"46096","Male","Hispanic",2009,107,"Weapon",8,136,50,6,0,1,40,0,177,0,12
"46097","Female","Other",2009,107,"Weapon",0,2,0,0,0,0,0,0,4,0,0
"46098","Male","Other",2009,107,"Weapon",2,74,28,3,0,0,24,0,87,0,6
"46099","Unknown","Other",2009,107,"Weapon",0,1,1,0,0,0,0,0,7,0,1
"46100","Male","White",2009,107,"Weapon",0,68,32,5,0,2,29,0,84,0,2
"6314","Female","Black",2009,108,"Assault",2,2,0,0,0,0,0,0,5,0,0
"6315","Male","Black",2009,108,"Assault",10,19,1,4,0,0,4,0,27,0,0
"6316","Female","Hispanic",2009,108,"Assault",3,6,2,1,0,0,0,0,11,0,0
"6317","Male","Hispanic",2009,108,"Assault",39,124,33,19,0,0,25,0,179,0,9
"6318","Female","Other",2009,108,"Assault",0,0,0,0,0,0,0,0,1,0,0
"6319","Male","Other",2009,108,"Assault",8,44,11,4,0,2,13,0,58,0,3
"6320","Female","White",2009,108,"Assault",1,1,0,0,0,0,0,0,4,0,0
"6321","Male","White",2009,108,"Assault",10,30,11,4,0,0,5,0,43,0,0
"13702","Female","Black",2009,108,"Other",1,2,1,0,0,1,0,0,10,0,0
"13703","Male","Black",2009,108,"Other",2,13,2,0,0,1,2,0,40,0,2
"13704","Female","Hispanic",2009,108,"Other",2,4,2,0,0,0,2,0,15,0,0
"13705","Male","Hispanic",2009,108,"Other",31,134,42,5,0,0,16,0,288,0,8
"13706","Female","Other",2009,108,"Other",1,0,0,0,0,0,0,0,2,0,0
"13707","Male","Other",2009,108,"Other",9,49,12,1,0,0,17,0,118,0,4
"13708","Female","White",2009,108,"Other",0,2,0,0,0,0,0,0,11,0,0
"13709","Male","White",2009,108,"Other",20,47,15,4,0,0,7,0,118,0,0
"21062","Female","Black",2009,108,"Substance",0,1,0,0,0,0,1,0,3,0,0
"21063","Male","Black",2009,108,"Substance",1,13,1,0,0,0,3,0,19,0,0
"21064","Female","Hispanic",2009,108,"Substance",0,6,0,0,0,0,1,0,23,0,1
"21065","Male","Hispanic",2009,108,"Substance",20,148,36,12,0,0,28,0,253,0,8
"21066","Female","Other",2009,108,"Substance",0,2,0,0,0,0,0,0,2,0,0
"21067","Male","Other",2009,108,"Substance",3,24,4,5,0,0,0,0,57,0,4
"21068","Female","White",2009,108,"Substance",0,2,0,0,0,0,1,0,13,0,0
"21069","Male","White",2009,108,"Substance",6,37,13,1,0,0,3,0,61,0,1
"30431","Female","Black",2009,108,"Theft",3,9,3,1,0,0,1,0,30,0,3
"30432","Male","Black",2009,108,"Theft",25,253,46,7,0,3,43,0,522,0,18
"30433","Female","Hispanic",2009,108,"Theft",2,36,4,0,0,0,5,0,121,0,8
"30434","Male","Hispanic",2009,108,"Theft",87,1389,222,32,0,5,166,0,2410,0,167
"30435","Female","Other",2009,108,"Theft",0,17,0,0,0,0,1,0,45,0,5
"30436","Male","Other",2009,108,"Theft",11,356,47,6,0,5,45,0,744,0,56
"30437","Unknown","Other",2009,108,"Theft",0,0,0,0,0,0,0,0,2,0,0
"30438","Female","White",2009,108,"Theft",1,18,1,1,0,0,3,0,73,0,7
"30439","Male","White",2009,108,"Theft",18,417,64,7,0,8,53,0,927,0,77
"38058","Male","Black",2009,108,"Tresspass",1,1,1,0,0,0,0,0,14,0,0
"38059","Female","Hispanic",2009,108,"Tresspass",2,2,2,0,0,0,0,0,3,0,0
"38060","Male","Hispanic",2009,108,"Tresspass",9,34,12,3,0,1,9,0,73,0,4
"38061","Female","Other",2009,108,"Tresspass",1,1,1,0,0,0,0,0,1,0,0
"38062","Male","Other",2009,108,"Tresspass",2,5,2,0,0,0,2,0,20,0,2
"38063","Male","White",2009,108,"Tresspass",4,11,3,1,0,0,2,0,27,0,0
"46195","Male","Black",2009,108,"Weapon",4,47,21,3,0,0,10,0,49,0,1
