"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","HandCuff","PepperSpray","Firearm","Other","CEW","Stopped","Verbal","Summons"
"44886","Female","Hispanic",2006,84,"Weapon",0,9,1,0,0,0,4,0,10,0,0
"44887","Male","Hispanic",2006,84,"Weapon",4,74,10,4,0,1,21,0,90,0,9
"44888","Female","Other",2006,84,"Weapon",0,0,0,0,0,0,0,0,1,0,0
"44889","Male","Other",2006,84,"Weapon",0,11,0,0,0,0,4,0,14,0,2
"44890","Unknown","Other",2006,84,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"44891","Female","White",2006,84,"Weapon",0,2,0,0,0,0,0,0,4,0,0
"44892","Male","White",2006,84,"Weapon",1,28,4,1,0,0,9,0,38,0,6
"5258","Female","Black",2006,88,"Assault",3,3,0,4,0,1,2,0,19,0,0
"5259","Male","Black",2006,88,"Assault",6,44,8,7,0,1,22,0,120,0,2
"5260","Unknown","Black",2006,88,"Assault",0,0,0,0,0,0,0,0,2,0,0
"5261","Female","Hispanic",2006,88,"Assault",0,1,0,1,0,1,1,0,1,0,0
"5262","Male","Hispanic",2006,88,"Assault",0,6,0,1,0,0,3,0,13,0,1
"5263","Male","Other",2006,88,"Assault",0,1,0,0,0,0,1,0,4,0,0
"5264","Unknown","Other",2006,88,"Assault",0,4,0,1,0,1,3,0,7,0,0
"5265","Female","White",2006,88,"Assault",0,0,0,0,0,0,0,0,1,0,0
"5266","Male","White",2006,88,"Assault",0,0,0,0,0,0,0,0,3,0,0
"12635","Female","Black",2006,88,"Other",1,3,0,0,0,0,0,0,28,0,0
"12636","Male","Black",2006,88,"Other",10,70,15,5,0,0,30,0,232,0,7
"12637","Unknown","Black",2006,88,"Other",0,0,0,0,0,0,1,0,3,0,0
"12638","Female","Hispanic",2006,88,"Other",0,0,0,0,0,0,0,0,7,0,0
"12639","Male","Hispanic",2006,88,"Other",1,9,1,2,0,0,16,0,38,0,1
"12640","Unknown","Hispanic",2006,88,"Other",0,1,0,0,0,0,0,0,3,0,0
"12641","Female","Other",2006,88,"Other",0,0,0,0,0,0,0,0,3,0,0
"12642","Male","Other",2006,88,"Other",0,2,0,0,0,0,1,0,11,0,3
"12643","Unknown","Other",2006,88,"Other",0,2,1,1,0,0,1,0,7,0,3
"12644","Male","White",2006,88,"Other",1,4,1,0,0,0,4,0,22,0,2
"20015","Female","Black",2006,88,"Substance",20,81,8,1,0,0,11,0,166,0,11
"20016","Male","Black",2006,88,"Substance",141,549,78,28,0,1,178,0,1135,0,92
"20017","Unknown","Black",2006,88,"Substance",2,2,2,0,0,0,2,0,6,0,0
"20018","Female","Hispanic",2006,88,"Substance",3,14,2,0,0,0,3,0,39,0,5
"20019","Male","Hispanic",2006,88,"Substance",24,87,12,6,0,0,25,0,177,0,18
"20020","Unknown","Hispanic",2006,88,"Substance",0,1,0,0,0,0,1,0,5,0,0
"20021","Female","Other",2006,88,"Substance",1,3,1,0,0,0,1,0,10,0,3
"20022","Male","Other",2006,88,"Substance",9,21,7,2,0,0,8,0,36,0,0
"20023","Unknown","Other",2006,88,"Substance",3,21,3,1,0,0,16,0,50,0,3
"20024","Female","White",2006,88,"Substance",1,4,1,0,0,0,2,0,22,0,1
"20025","Male","White",2006,88,"Substance",7,18,4,2,0,0,5,0,57,0,6
"28959","Female","Black",2006,88,"Theft",3,20,2,4,0,3,9,0,97,0,3
"28960","Male","Black",2006,88,"Theft",48,853,69,33,0,8,305,0,1889,0,85
"28961","Unknown","Black",2006,88,"Theft",0,6,0,0,0,0,3,0,14,0,0
"28962","Female","Hispanic",2006,88,"Theft",0,4,0,0,0,1,1,0,28,0,0
"28963","Male","Hispanic",2006,88,"Theft",3,141,4,5,0,3,50,0,322,0,11
"28964","Unknown","Hispanic",2006,88,"Theft",0,2,0,0,0,1,2,0,4,0,0
"28965","Female","Other",2006,88,"Theft",0,2,0,0,0,0,0,0,7,0,0
"28966","Male","Other",2006,88,"Theft",0,20,1,1,0,3,6,0,65,0,2
"28967","Unknown","Other",2006,88,"Theft",1,31,2,2,0,0,14,0,80,0,2
"28968","Female","White",2006,88,"Theft",1,1,1,0,0,0,1,0,19,0,2
"28969","Male","White",2006,88,"Theft",3,34,5,2,0,1,11,0,128,0,6
"28970","Unknown","White",2006,88,"Theft",0,0,0,0,0,0,0,0,1,0,0
"37143","Female","Black",2006,88,"Tresspass",7,9,6,2,0,0,3,0,104,0,4
"37144","Male","Black",2006,88,"Tresspass",24,90,18,8,0,2,13,0,506,0,28
"37145","Unknown","Black",2006,88,"Tresspass",0,0,0,0,0,0,0,0,4,0,1
"37146","Female","Hispanic",2006,88,"Tresspass",2,2,2,0,0,0,0,0,19,0,2
"37147","Male","Hispanic",2006,88,"Tresspass",4,15,3,1,0,0,4,0,75,0,9
"37148","Unknown","Hispanic",2006,88,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37149","Female","Other",2006,88,"Tresspass",0,1,0,0,0,0,1,0,6,0,1
"37150","Male","Other",2006,88,"Tresspass",2,3,2,0,0,0,0,0,17,0,1
"37151","Unknown","Other",2006,88,"Tresspass",0,3,1,0,0,0,1,0,17,0,1
"37152","Female","White",2006,88,"Tresspass",0,0,0,0,0,0,0,0,2,0,0
"37153","Male","White",2006,88,"Tresspass",1,2,0,0,0,0,1,0,15,0,0
"44990","Female","Black",2006,88,"Weapon",2,9,4,2,0,0,3,0,21,0,1
"44991","Male","Black",2006,88,"Weapon",16,599,34,20,0,7,184,0,687,0,77
"44992","Unknown","Black",2006,88,"Weapon",0,1,0,0,0,0,0,0,2,0,0
"44993","Female","Hispanic",2006,88,"Weapon",0,3,1,0,0,3,1,0,5,0,1
"44994","Male","Hispanic",2006,88,"Weapon",5,100,11,4,0,2,31,0,110,0,10
"44995","Unknown","Hispanic",2006,88,"Weapon",0,4,0,0,0,0,2,0,4,0,0
"44996","Female","Other",2006,88,"Weapon",0,0,1,0,0,0,0,0,1,0,0
"44997","Male","Other",2006,88,"Weapon",0,15,2,1,0,1,8,0,21,0,4
"44998","Unknown","Other",2006,88,"Weapon",0,19,0,0,0,0,10,0,21,0,0
"44999","Female","White",2006,88,"Weapon",0,0,0,0,0,0,0,0,1,0,0
"45000","Male","White",2006,88,"Weapon",0,30,2,2,0,1,13,0,34,0,5
"45001","Unknown","White",2006,88,"Weapon",0,0,0,0,0,0,0,0,1,0,0
"5364","Female","Black",2006,90,"Assault",0,5,0,3,0,0,4,0,11,0,0
"5365","Male","Black",2006,90,"Assault",0,42,2,1,0,1,16,0,73,0,1
"5366","Unknown","Black",2006,90,"Assault",0,1,0,0,0,0,0,0,2,0,0
"5367","Female","Hispanic",2006,90,"Assault",0,2,0,1,0,0,2,0,5,0,0
"5368","Male","Hispanic",2006,90,"Assault",5,58,6,3,0,1,13,0,114,0,2
"5369","Unknown","Hispanic",2006,90,"Assault",0,0,0,0,0,0,0,0,1,0,0
"5370","Female","Other",2006,90,"Assault",0,0,0,0,0,0,0,0,2,0,0
"5371","Male","Other",2006,90,"Assault",0,4,0,0,0,0,0,0,8,0,0
"5372","Unknown","Other",2006,90,"Assault",0,3,0,1,0,0,1,0,7,0,1
"5373","Male","White",2006,90,"Assault",0,5,1,0,0,0,2,0,16,0,0
"12740","Female","Black",2006,90,"Other",0,2,0,0,0,0,1,0,9,0,1
"12741","Male","Black",2006,90,"Other",0,17,1,0,0,0,7,0,74,0,2
"12742","Unknown","Black",2006,90,"Other",0,2,0,0,0,0,0,0,3,0,0
"12743","Female","Hispanic",2006,90,"Other",0,2,1,0,0,1,0,0,8,0,0
"12744","Male","Hispanic",2006,90,"Other",1,25,4,1,0,0,5,0,118,0,7
"12745","Unknown","Hispanic",2006,90,"Other",0,0,0,0,0,0,0,0,1,0,0
"12746","Male","Other",2006,90,"Other",0,2,1,1,0,0,4,0,16,0,0
"12747","Unknown","Other",2006,90,"Other",0,1,0,0,0,0,1,0,8,0,0
"12748","Female","White",2006,90,"Other",0,1,1,0,0,0,0,0,7,0,0
"12749","Male","White",2006,90,"Other",3,9,3,1,0,0,2,0,39,0,3
"20117","Female","Black",2006,90,"Substance",0,0,0,0,0,0,0,0,7,0,1
"20118","Male","Black",2006,90,"Substance",3,47,5,1,0,0,16,0,163,0,2
"20119","Unknown","Black",2006,90,"Substance",0,0,0,0,0,0,0,0,4,0,0
"20120","Female","Hispanic",2006,90,"Substance",1,2,0,1,0,0,0,0,35,0,0
"20121","Male","Hispanic",2006,90,"Substance",2,90,11,3,0,1,19,0,384,0,5
"20122","Unknown","Hispanic",2006,90,"Substance",0,1,0,0,0,0,0,0,5,0,0
"20123","Female","Other",2006,90,"Substance",0,0,0,0,0,0,0,0,3,0,0
"20124","Male","Other",2006,90,"Substance",1,7,0,0,0,0,0,0,24,0,1
"20125","Unknown","Other",2006,90,"Substance",1,10,0,0,0,0,1,0,49,0,0
"20126","Female","White",2006,90,"Substance",0,0,0,0,0,0,0,0,6,0,0
"20127","Male","White",2006,90,"Substance",1,10,1,0,0,0,3,0,42,0,0
"20128","Unknown","White",2006,90,"Substance",0,0,0,0,0,0,0,0,2,0,0
"29091","Female","Black",2006,90,"Theft",2,6,1,0,0,4,2,0,41,0,0
"29092","Male","Black",2006,90,"Theft",15,428,40,12,0,7,149,0,1289,0,27
"29093","Unknown","Black",2006,90,"Theft",0,5,0,0,0,0,2,0,19,0,0
"29094","Female","Hispanic",2006,90,"Theft",0,8,1,1,0,0,2,0,90,0,0
"29095","Male","Hispanic",2006,90,"Theft",34,746,49,16,0,2,204,0,2832,0,50
"29096","Unknown","Hispanic",2006,90,"Theft",0,9,0,0,0,0,4,0,62,0,0
"29097","Female","Other",2006,90,"Theft",0,3,0,0,0,0,1,0,20,0,1
"29098","Male","Other",2006,90,"Theft",1,48,1,0,0,0,21,0,264,0,3
"29099","Unknown","Other",2006,90,"Theft",2,35,6,1,0,0,17,0,206,0,4
"29100","Female","White",2006,90,"Theft",1,0,0,0,0,0,1,0,40,0,0
"29101","Male","White",2006,90,"Theft",3,79,4,3,0,0,40,0,472,0,8
"29102","Unknown","White",2006,90,"Theft",0,1,0,0,0,0,0,0,11,0,0
"37255","Female","Black",2006,90,"Tresspass",0,2,0,0,0,0,0,0,29,0,1
"37256","Male","Black",2006,90,"Tresspass",10,53,10,2,0,0,9,0,222,0,4
"37257","Female","Hispanic",2006,90,"Tresspass",3,6,4,0,0,0,1,0,49,0,1
"37258","Male","Hispanic",2006,90,"Tresspass",3,42,4,1,0,0,5,0,224,0,3
"37259","Unknown","Hispanic",2006,90,"Tresspass",0,1,0,0,0,0,0,0,3,0,0
"37260","Female","Other",2006,90,"Tresspass",0,0,0,0,0,0,0,0,2,0,1
"37261","Male","Other",2006,90,"Tresspass",0,0,0,0,0,0,0,0,13,0,0
"37262","Unknown","Other",2006,90,"Tresspass",0,0,0,0,0,0,0,0,12,0,0
"37263","Female","White",2006,90,"Tresspass",1,2,1,0,0,0,0,0,8,0,1
"37264","Male","White",2006,90,"Tresspass",1,4,2,1,0,0,2,0,30,0,2
"45103","Female","Black",2006,90,"Weapon",0,5,0,0,0,0,0,0,8,0,0
"45104","Male","Black",2006,90,"Weapon",6,333,25,4,0,2,60,0,381,0,23
"45105","Unknown","Black",2006,90,"Weapon",0,2,0,0,0,0,0,0,3,0,0
"45106","Female","Hispanic",2006,90,"Weapon",0,5,0,1,0,1,3,0,9,0,0
"45107","Male","Hispanic",2006,90,"Weapon",16,516,39,9,0,7,104,0,603,0,35
"45108","Unknown","Hispanic",2006,90,"Weapon",0,8,0,0,0,0,1,0,9,0,1
"45109","Female","Other",2006,90,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"45110","Male","Other",2006,90,"Weapon",1,29,3,1,0,1,6,0,32,0,0
"45111","Unknown","Other",2006,90,"Weapon",0,24,1,0,0,0,5,0,30,0,0
"45112","Female","White",2006,90,"Weapon",0,1,1,1,0,0,0,0,3,0,0
"45113","Male","White",2006,90,"Weapon",0,45,7,1,0,1,14,0,64,0,8
"5472","Female","Black",2006,94,"Assault",0,0,0,0,0,0,0,0,2,0,0
"5473","Male","Black",2006,94,"Assault",0,1,0,1,0,0,3,0,7,0,0
"5474","Female","Hispanic",2006,94,"Assault",0,2,0,0,0,0,0,0,8,0,0
"5475","Male","Hispanic",2006,94,"Assault",0,15,6,3,0,0,7,0,32,0,0
"5476","Male","Other",2006,94,"Assault",0,1,0,0,0,0,0,0,3,0,0
"5477","Unknown","Other",2006,94,"Assault",0,3,1,0,0,0,1,0,4,0,0
"5478","Female","White",2006,94,"Assault",1,2,0,1,0,0,0,0,4,0,0
"5479","Male","White",2006,94,"Assault",9,21,2,7,0,1,6,0,45,0,3
"12847","Male","Black",2006,94,"Other",2,8,3,3,0,0,4,0,20,0,2
"12848","Female","Hispanic",2006,94,"Other",0,0,0,0,0,0,0,0,2,0,0
"12849","Male","Hispanic",2006,94,"Other",5,16,2,0,0,0,3,0,38,0,2
"12850","Unknown","Hispanic",2006,94,"Other",0,0,0,0,0,0,0,0,1,0,0
"12851","Female","Other",2006,94,"Other",0,0,0,0,0,0,0,0,1,0,0
"12852","Male","Other",2006,94,"Other",0,0,1,1,0,0,1,0,8,0,0
"12853","Unknown","Other",2006,94,"Other",0,2,1,0,0,0,0,0,4,0,2
"12854","Female","White",2006,94,"Other",0,0,0,0,0,0,0,0,1,0,0
"12855","Male","White",2006,94,"Other",0,14,1,1,0,0,9,0,51,0,6
"20229","Female","Black",2006,94,"Substance",0,0,0,0,0,0,1,0,3,0,0
"20230","Male","Black",2006,94,"Substance",1,6,0,0,0,0,2,0,27,0,3
"20231","Female","Hispanic",2006,94,"Substance",0,0,0,0,0,0,0,0,3,0,0
"20232","Male","Hispanic",2006,94,"Substance",3,8,3,0,0,0,1,0,28,0,2
"20233","Female","Other",2006,94,"Substance",1,1,1,0,0,0,0,0,1,0,0
"20234","Male","Other",2006,94,"Substance",0,0,0,0,0,0,2,0,3,0,0
"20235","Unknown","Other",2006,94,"Substance",0,2,0,0,0,0,2,0,5,0,0
"20236","Female","White",2006,94,"Substance",1,2,1,0,0,0,0,0,4,0,0
"20237","Male","White",2006,94,"Substance",3,19,3,0,0,0,4,0,63,0,3
"29234","Female","Black",2006,94,"Theft",0,4,0,0,0,0,3,0,16,0,0
"29235","Male","Black",2006,94,"Theft",5,87,4,11,0,0,53,0,420,0,11
"29236","Unknown","Black",2006,94,"Theft",0,0,0,0,0,0,0,0,1,0,0
"29237","Female","Hispanic",2006,94,"Theft",0,1,1,1,0,0,2,0,27,0,0
"29238","Male","Hispanic",2006,94,"Theft",16,123,17,9,0,1,52,0,707,0,30
"29239","Unknown","Hispanic",2006,94,"Theft",0,0,0,0,0,0,1,0,7,0,0
"29240","Female","Other",2006,94,"Theft",0,0,0,0,0,0,0,0,4,0,0
"29241","Male","Other",2006,94,"Theft",2,6,2,0,0,0,10,0,108,0,4
"29242","Unknown","Other",2006,94,"Theft",0,3,0,1,0,1,10,0,74,0,3
"29243","Female","White",2006,94,"Theft",1,0,0,0,0,0,3,0,55,0,1
"29244","Male","White",2006,94,"Theft",9,77,12,9,0,0,58,0,894,0,60
"29245","Unknown","White",2006,94,"Theft",0,0,0,0,0,0,0,0,5,0,0
"37367","Female","Black",2006,94,"Tresspass",0,0,0,0,0,0,0,0,3,0,0
"37368","Male","Black",2006,94,"Tresspass",1,3,1,0,0,0,1,0,19,0,0
"37369","Female","Hispanic",2006,94,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37370","Male","Hispanic",2006,94,"Tresspass",0,3,0,0,0,0,2,0,16,0,1
"37371","Female","Other",2006,94,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37372","Male","Other",2006,94,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37373","Female","White",2006,94,"Tresspass",0,0,0,0,0,0,0,0,11,0,3
"37374","Male","White",2006,94,"Tresspass",0,0,0,0,0,0,0,0,37,0,11
"45224","Male","Black",2006,94,"Weapon",1,27,10,2,0,0,10,0,36,0,4
"45225","Female","Hispanic",2006,94,"Weapon",0,1,0,0,0,0,1,0,1,0,0
"45226","Male","Hispanic",2006,94,"Weapon",0,37,10,1,0,3,15,0,43,0,5
"45227","Female","Other",2006,94,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"45228","Male","Other",2006,94,"Weapon",0,5,3,0,0,1,2,0,6,0,2
"45229","Unknown","Other",2006,94,"Weapon",0,3,1,0,0,0,2,0,4,0,1
"45230","Male","White",2006,94,"Weapon",3,57,10,2,0,2,20,0,63,0,4
"45231","Unknown","White",2006,94,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"5550","Female","Black",2006,100,"Assault",3,4,5,3,0,1,0,0,12,0,0
"5551","Male","Black",2006,100,"Assault",7,45,8,4,0,4,22,0,67,0,1
"5552","Female","Hispanic",2006,100,"Assault",2,2,2,1,0,0,0,0,2,0,0
"5553","Male","Hispanic",2006,100,"Assault",2,10,4,3,0,1,6,0,18,0,2
"5554","Male","White",2006,100,"Assault",3,10,6,3,0,0,9,0,24,0,1
"12924","Female","Black",2006,100,"Other",3,4,4,3,1,0,5,0,6,0,0
"12925","Male","Black",2006,100,"Other",7,29,10,11,0,3,24,0,67,0,3
"12926","Female","Hispanic",2006,100,"Other",0,0,0,0,0,0,0,0,1,0,0
"12927","Male","Hispanic",2006,100,"Other",2,9,3,1,0,1,6,0,18,0,2
"12928","Male","Other",2006,100,"Other",0,0,0,0,0,0,0,0,3,0,0
"12929","Female","White",2006,100,"Other",0,0,0,0,0,0,0,0,1,0,0
"12930","Male","White",2006,100,"Other",3,9,6,4,0,0,3,0,20,0,2
"20303","Female","Black",2006,100,"Substance",0,3,0,0,0,0,1,0,7,0,1
"20304","Male","Black",2006,100,"Substance",14,133,34,17,0,1,68,0,200,0,7
"20305","Female","Hispanic",2006,100,"Substance",0,2,1,1,0,0,1,0,4,0,0
"20306","Male","Hispanic",2006,100,"Substance",3,29,5,2,0,0,10,0,35,0,2
"20307","Male","Other",2006,100,"Substance",0,1,0,0,0,0,1,0,2,0,0
"20308","Female","White",2006,100,"Substance",1,3,1,0,0,0,1,0,5,0,0
"20309","Male","White",2006,100,"Substance",3,62,8,3,0,0,39,0,73,0,4
"20310","Unknown","White",2006,100,"Substance",0,0,0,0,0,0,1,0,1,0,0
"29346","Female","Black",2006,100,"Theft",5,8,4,3,0,0,3,0,29,0,4
"29347","Male","Black",2006,100,"Theft",58,376,97,55,2,28,145,0,666,0,42
"29348","Female","Hispanic",2006,100,"Theft",2,7,1,1,0,0,3,0,19,0,3
"29349","Male","Hispanic",2006,100,"Theft",8,80,17,7,0,0,39,0,189,0,12
"29350","Female","Other",2006,100,"Theft",0,1,0,0,0,0,0,0,1,0,0
"29351","Male","Other",2006,100,"Theft",0,4,0,1,0,0,3,0,15,0,1
"29352","Female","White",2006,100,"Theft",3,5,3,3,0,0,3,0,28,0,3
"29353","Male","White",2006,100,"Theft",13,75,15,9,0,1,22,0,223,0,18
"37440","Female","Black",2006,100,"Tresspass",2,4,3,1,0,0,4,0,13,0,0
"37441","Male","Black",2006,100,"Tresspass",23,55,33,32,1,0,48,0,111,0,4
"37442","Female","Hispanic",2006,100,"Tresspass",1,2,0,1,0,0,2,0,5,0,0
"37443","Male","Hispanic",2006,100,"Tresspass",4,7,3,2,0,0,4,0,21,0,0
"37444","Male","Other",2006,100,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37445","Female","White",2006,100,"Tresspass",1,2,0,1,0,0,0,0,4,0,0
"37446","Male","White",2006,100,"Tresspass",6,14,3,6,0,0,14,0,25,0,1
"45302","Female","Black",2006,100,"Weapon",0,8,0,0,0,0,3,0,12,0,1
"45303","Male","Black",2006,100,"Weapon",14,342,94,16,0,13,171,0,373,0,10
"45304","Unknown","Black",2006,100,"Weapon",0,1,0,0,0,0,1,0,1,0,0
"45305","Female","Hispanic",2006,100,"Weapon",0,1,1,0,0,0,1,0,2,0,0
"45306","Male","Hispanic",2006,100,"Weapon",3,37,12,3,0,3,13,0,39,0,2
"45307","Male","Other",2006,100,"Weapon",0,2,0,0,0,0,0,0,3,0,0
"45308","Female","White",2006,100,"Weapon",0,1,0,0,0,0,0,0,2,0,0
"45309","Male","White",2006,100,"Weapon",1,40,19,4,0,3,23,0,48,0,4
"5631","Female","Black",2006,101,"Assault",2,4,2,1,0,0,2,0,15,0,1
"5632","Male","Black",2006,101,"Assault",10,61,9,8,0,0,22,0,105,0,5
"5633","Unknown","Black",2006,101,"Assault",0,1,0,0,0,0,0,0,1,0,0
"5634","Female","Hispanic",2006,101,"Assault",1,4,1,0,0,0,1,0,8,0,0
"5635","Male","Hispanic",2006,101,"Assault",1,17,2,2,0,0,9,0,38,0,2
"5636","Male","Other",2006,101,"Assault",0,0,0,0,0,0,0,0,3,0,0
"5637","Unknown","Other",2006,101,"Assault",0,2,0,1,0,0,1,0,3,0,0
"5638","Female","White",2006,101,"Assault",0,0,0,0,0,0,0,0,1,0,0
"5639","Male","White",2006,101,"Assault",0,0,0,0,0,0,0,0,4,0,0
"13002","Female","Black",2006,101,"Other",0,1,0,0,0,0,1,0,9,0,2
"13003","Male","Black",2006,101,"Other",8,49,11,0,0,0,24,0,108,0,4
"13004","Unknown","Black",2006,101,"Other",0,1,0,0,0,0,2,0,2,0,0
"13005","Female","Hispanic",2006,101,"Other",0,2,0,0,0,0,1,0,5,0,2
"13006","Male","Hispanic",2006,101,"Other",1,8,3,1,0,0,5,0,17,0,1
"13007","Female","Other",2006,101,"Other",0,0,0,0,0,0,0,0,1,0,0
"13008","Male","Other",2006,101,"Other",0,1,0,0,0,0,0,0,2,0,0
"13009","Unknown","Other",2006,101,"Other",0,1,0,0,0,0,0,0,3,0,0
"13010","Male","White",2006,101,"Other",1,4,1,2,0,0,3,0,7,0,1
"20381","Female","Black",2006,101,"Substance",12,22,7,10,0,0,8,0,44,0,5
"20382","Male","Black",2006,101,"Substance",174,260,72,53,0,1,105,0,755,0,40
"20383","Unknown","Black",2006,101,"Substance",0,2,0,0,0,0,1,0,2,0,0
"20384","Female","Hispanic",2006,101,"Substance",1,0,0,0,0,0,0,0,5,0,1
"20385","Male","Hispanic",2006,101,"Substance",19,36,12,6,0,0,15,0,96,0,5
"20386","Unknown","Hispanic",2006,101,"Substance",0,1,0,0,0,0,1,0,1,0,0
"20387","Female","Other",2006,101,"Substance",0,1,0,0,0,0,1,0,2,0,0
"20388","Male","Other",2006,101,"Substance",9,8,5,2,0,0,4,0,19,0,0
"20389","Unknown","Other",2006,101,"Substance",3,4,1,1,0,0,3,0,12,0,0
"20390","Female","White",2006,101,"Substance",2,4,1,1,0,0,3,0,5,0,0
"20391","Male","White",2006,101,"Substance",13,14,4,4,0,0,7,0,35,0,2
"29451","Female","Black",2006,101,"Theft",3,15,3,2,0,2,7,0,58,0,10
"29452","Male","Black",2006,101,"Theft",80,681,83,45,0,10,253,0,1323,0,93
"29453","Unknown","Black",2006,101,"Theft",0,1,0,0,0,0,1,0,8,0,0
"29454","Female","Hispanic",2006,101,"Theft",1,2,0,0,0,0,2,0,10,0,0
"29455","Male","Hispanic",2006,101,"Theft",14,137,19,9,0,1,48,0,308,0,47
"29456","Unknown","Hispanic",2006,101,"Theft",0,0,0,0,0,0,0,0,7,0,0
"29457","Female","Other",2006,101,"Theft",0,0,0,0,0,0,0,0,4,0,0
"29458","Male","Other",2006,101,"Theft",0,10,0,0,0,0,4,0,41,0,3
"29459","Unknown","Other",2006,101,"Theft",2,10,3,1,0,0,4,0,33,0,2
"29460","Female","White",2006,101,"Theft",0,2,0,0,0,0,1,0,10,0,0
"29461","Male","White",2006,101,"Theft",1,13,1,0,0,0,4,0,67,0,5
"37510","Female","Black",2006,101,"Tresspass",5,10,4,3,0,0,9,0,110,0,5
"37511","Male","Black",2006,101,"Tresspass",81,318,49,39,0,3,166,0,1851,0,53
"37512","Unknown","Black",2006,101,"Tresspass",2,3,1,1,0,0,1,0,20,0,0
"37513","Female","Hispanic",2006,101,"Tresspass",2,2,0,2,0,0,1,0,15,0,3
"37514","Male","Hispanic",2006,101,"Tresspass",4,40,3,3,0,0,17,0,208,0,9
"37515","Female","Other",2006,101,"Tresspass",0,0,0,0,0,0,0,0,5,0,0
"37516","Male","Other",2006,101,"Tresspass",0,3,0,0,0,0,2,0,43,0,1
"37517","Unknown","Other",2006,101,"Tresspass",1,14,1,0,0,0,9,0,40,0,2
"37518","Female","White",2006,101,"Tresspass",3,3,0,1,0,0,1,0,9,0,0
"37519","Male","White",2006,101,"Tresspass",5,15,0,1,0,0,8,0,40,0,0
"45385","Female","Black",2006,101,"Weapon",6,23,5,2,0,1,11,0,35,0,5
"45386","Male","Black",2006,101,"Weapon",95,1699,170,44,1,22,614,0,1898,0,189
"45387","Unknown","Black",2006,101,"Weapon",0,8,0,0,0,0,2,0,11,0,1
"45388","Female","Hispanic",2006,101,"Weapon",0,6,1,0,0,1,3,0,7,0,3
"45389","Male","Hispanic",2006,101,"Weapon",17,234,33,9,0,6,74,0,265,0,54
"45390","Unknown","Hispanic",2006,101,"Weapon",0,2,1,0,0,0,0,0,2,0,0
"45391","Female","Other",2006,101,"Weapon",0,1,0,0,0,0,0,0,3,0,1
"45392","Male","Other",2006,101,"Weapon",1,36,2,0,0,0,12,0,44,0,5
"45393","Unknown","Other",2006,101,"Weapon",4,33,6,0,0,0,8,0,44,0,7
"45394","Female","White",2006,101,"Weapon",0,1,0,0,0,0,0,0,2,0,1
"45395","Male","White",2006,101,"Weapon",4,24,1,4,0,2,10,0,28,0,7
"45396","Unknown","White",2006,101,"Weapon",0,1,0,0,0,0,0,0,1,0,1
"5705","Female","Black",2006,102,"Assault",4,4,3,4,0,0,3,0,8,0,0
"5706","Male","Black",2006,102,"Assault",16,49,19,10,0,5,23,0,73,0,2
"5707","Female","Hispanic",2006,102,"Assault",5,6,7,3,0,0,3,0,17,0,0
"5708","Male","Hispanic",2006,102,"Assault",33,89,30,28,0,0,50,0,122,0,2
"5709","Female","Other",2006,102,"Assault",1,1,0,0,0,0,0,0,2,0,0
"5710","Male","Other",2006,102,"Assault",24,37,12,15,0,5,26,0,62,0,1
"5711","Female","White",2006,102,"Assault",1,0,0,0,0,0,0,0,2,0,0
"5712","Male","White",2006,102,"Assault",13,15,12,6,0,0,9,0,24,0,0
"13086","Female","Black",2006,102,"Other",2,2,2,2,0,0,1,0,3,0,0
"13087","Male","Black",2006,102,"Other",5,8,5,3,0,0,4,0,23,0,2
"13088","Female","Hispanic",2006,102,"Other",1,1,2,2,0,0,1,0,5,0,1
"13089","Male","Hispanic",2006,102,"Other",22,43,25,15,0,0,33,0,68,0,9
"13090","Male","Other",2006,102,"Other",11,29,10,9,0,0,21,0,49,0,8
"13091","Female","White",2006,102,"Other",1,1,0,0,0,0,1,0,3,0,0
"13092","Male","White",2006,102,"Other",9,18,9,6,0,0,10,0,28,0,5
"20463","Female","Black",2006,102,"Substance",0,1,1,0,0,0,1,0,1,0,0
"20464","Male","Black",2006,102,"Substance",3,19,9,4,0,0,13,0,33,0,4
"20465","Female","Hispanic",2006,102,"Substance",0,0,0,0,0,0,0,0,1,0,0
"20466","Male","Hispanic",2006,102,"Substance",13,46,31,6,0,0,35,0,81,0,17
"20467","Female","Other",2006,102,"Substance",0,1,1,0,0,0,1,0,1,0,0
"20468","Male","Other",2006,102,"Substance",2,7,0,2,0,0,5,0,22,0,4
"20469","Female","White",2006,102,"Substance",1,1,1,0,0,0,1,0,3,0,0
"20470","Male","White",2006,102,"Substance",2,8,6,1,0,0,7,0,18,0,5
"29566","Female","Black",2006,102,"Theft",5,8,3,4,0,0,3,0,27,0,1
"29567","Male","Black",2006,102,"Theft",57,266,60,39,1,3,174,0,574,0,45
