"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","Weapon","HandCuff","PepperSpray","Firearm","Other","Stopped"
"17767","Female","Black",2017,48,"Substance",0,0,1,0,1,0,0,0,1
"17768","Male","Hispanic",2017,48,"Substance",1,3,2,0,2,0,0,0,3
"17769","Male","White",2017,48,"Substance",0,1,0,0,0,0,0,0,1
"17770","Male","Black",2018,48,"Substance",1,6,2,0,1,0,0,0,6
"17771","Male","Asian",2005,49,"Substance",0,0,0,0,0,0,0,0,1
"17772","Male","Black",2005,49,"Substance",0,1,0,0,0,0,0,1,2
"17773","Male","Hispanic",2005,49,"Substance",0,1,0,0,0,0,0,0,1
"17774","Female","Asian",2007,49,"Substance",0,0,0,0,0,0,0,1,3
"17775","Male","Asian",2007,49,"Substance",0,2,0,0,0,0,0,2,5
"17776","Female","Black",2007,49,"Substance",1,6,2,0,1,0,0,6,22
"17777","Male","Black",2007,49,"Substance",12,131,14,0,8,0,0,48,252
"17778","Female","Hispanic",2007,49,"Substance",0,16,2,0,0,0,0,2,24
"17779","Male","Hispanic",2007,49,"Substance",8,94,18,0,6,0,0,30,201
"17780","Male","Native",2007,49,"Substance",0,1,0,0,0,0,0,0,2
"17781","Female","Other",2007,49,"Substance",0,2,0,0,0,0,0,0,2
"17782","Male","Other",2007,49,"Substance",0,5,1,0,0,0,0,3,15
"17783","Unknown","Other",2007,49,"Substance",0,1,0,0,0,0,0,1,2
"17784","Female","White",2007,49,"Substance",0,6,0,0,0,0,0,4,15
"17785","Male","White",2007,49,"Substance",2,41,3,0,1,0,0,16,66
"17786","Female","Asian",2008,49,"Substance",0,1,0,0,0,0,0,1,1
"17787","Male","Asian",2008,49,"Substance",0,3,0,0,0,0,0,1,7
"17788","Female","Black",2008,49,"Substance",3,9,2,0,0,0,0,4,14
"17789","Male","Black",2008,49,"Substance",17,120,32,0,6,0,0,37,204
"17790","Female","Hispanic",2008,49,"Substance",2,9,3,0,0,0,0,3,20
"17791","Male","Hispanic",2008,49,"Substance",18,108,24,0,9,0,0,33,176
"17792","Male","Native",2008,49,"Substance",0,1,0,0,0,0,0,0,1
"17793","Male","Other",2008,49,"Substance",1,6,2,0,1,0,0,2,15
"17794","Unknown","Other",2008,49,"Substance",0,5,0,0,0,0,0,3,5
"17795","Female","White",2008,49,"Substance",0,2,0,0,0,0,0,0,2
"17796","Male","White",2008,49,"Substance",3,27,7,0,1,0,0,7,69
"17797","Male","Asian",2009,49,"Substance",0,1,0,0,0,0,0,0,2
"17798","Female","Black",2009,49,"Substance",1,2,1,0,0,0,0,2,9
"17799","Male","Black",2009,49,"Substance",14,117,25,0,5,0,0,49,203
"17800","Female","Hispanic",2009,49,"Substance",0,4,0,0,0,0,0,0,18
"17801","Male","Hispanic",2009,49,"Substance",19,94,24,0,5,0,0,19,157
"17802","Male","Native",2009,49,"Substance",0,0,0,0,0,0,0,0,1
"17803","Female","Other",2009,49,"Substance",1,1,1,0,0,0,0,1,2
"17804","Male","Other",2009,49,"Substance",2,3,1,0,0,0,0,2,8
"17805","Female","White",2009,49,"Substance",0,1,0,0,0,0,0,1,5
"17806","Male","White",2009,49,"Substance",4,29,5,0,2,0,0,12,44
"17807","Male","Asian",2010,49,"Substance",2,11,6,0,1,0,0,2,15
"17808","Female","Black",2010,49,"Substance",3,8,5,0,0,0,0,2,44
"17809","Male","Black",2010,49,"Substance",27,163,64,0,10,0,0,33,422
"17810","Unknown","Black",2010,49,"Substance",0,9,1,0,1,0,0,1,13
"17811","Female","Hispanic",2010,49,"Substance",3,6,2,0,1,0,0,5,46
"17812","Male","Hispanic",2010,49,"Substance",29,152,55,0,10,0,0,31,341
"17813","Unknown","Hispanic",2010,49,"Substance",0,2,0,0,0,0,0,1,4
"17814","Male","Native",2010,49,"Substance",0,2,0,0,0,0,0,0,7
"17815","Female","Other",2010,49,"Substance",0,0,0,0,0,0,0,0,3
"17816","Male","Other",2010,49,"Substance",0,16,1,0,0,0,0,6,35
"17817","Unknown","Other",2010,49,"Substance",0,9,2,0,1,0,0,2,32
"17818","Female","White",2010,49,"Substance",1,2,0,0,1,0,0,1,17
"17819","Male","White",2010,49,"Substance",4,47,14,0,2,0,0,22,102
"17820","Female","Asian",2011,49,"Substance",0,1,0,0,0,0,0,0,2
"17821","Male","Asian",2011,49,"Substance",1,3,1,0,0,0,0,1,11
"17822","Female","Black",2011,49,"Substance",1,5,0,0,0,0,0,0,35
"17823","Male","Black",2011,49,"Substance",21,114,16,0,3,0,0,17,336
"17824","Female","Hispanic",2011,49,"Substance",1,4,1,0,1,0,0,1,23
"17825","Male","Hispanic",2011,49,"Substance",19,86,15,0,2,0,0,5,242
"17826","Unknown","Hispanic",2011,49,"Substance",0,0,0,0,0,0,0,0,1
"17827","Male","Native",2011,49,"Substance",0,0,0,0,0,0,0,0,1
"17828","Male","Other",2011,49,"Substance",1,2,0,0,0,0,0,0,19
"17829","Unknown","Other",2011,49,"Substance",0,0,0,0,0,0,0,0,2
"17830","Female","White",2011,49,"Substance",1,2,1,0,0,0,0,0,5
"17831","Male","White",2011,49,"Substance",8,27,5,0,1,0,0,2,88
"17832","Male","Asian",2012,49,"Substance",3,6,1,0,0,0,0,2,9
"17833","Female","Black",2012,49,"Substance",2,4,1,0,2,0,0,1,14
"17834","Male","Black",2012,49,"Substance",18,87,13,0,7,0,0,20,169
"17835","Unknown","Black",2012,49,"Substance",0,0,0,0,0,0,0,0,1
"17836","Female","Hispanic",2012,49,"Substance",4,5,3,0,2,0,0,1,16
"17837","Male","Hispanic",2012,49,"Substance",36,92,20,0,12,0,0,18,166
"17838","Male","Other",2012,49,"Substance",0,4,0,0,0,0,0,0,12
"17839","Female","White",2012,49,"Substance",2,4,2,0,0,0,0,1,15
"17840","Male","White",2012,49,"Substance",12,49,9,0,3,0,0,5,87
"17841","Male","Asian",2013,49,"Substance",0,1,0,0,0,0,0,1,1
"17842","Female","Black",2013,49,"Substance",0,1,0,0,0,0,0,0,5
"17843","Male","Black",2013,49,"Substance",8,32,9,0,5,0,0,7,64
"17844","Unknown","Black",2013,49,"Substance",0,0,0,0,0,0,0,0,1
"17845","Female","Hispanic",2013,49,"Substance",0,3,0,0,0,0,0,0,12
"17846","Male","Hispanic",2013,49,"Substance",12,29,8,0,4,0,0,5,56
"17847","Male","Other",2013,49,"Substance",0,1,0,0,0,0,0,0,2
"17848","Male","White",2013,49,"Substance",6,26,4,0,1,0,0,5,48
"17849","Male","Black",2014,49,"Substance",2,6,2,0,2,0,0,4,15
"17850","Female","Hispanic",2014,49,"Substance",0,0,0,0,0,0,0,0,2
"17851","Male","Hispanic",2014,49,"Substance",3,14,7,0,6,0,0,4,22
"17852","Male","Other",2014,49,"Substance",0,0,0,0,0,0,0,0,1
"17853","Male","White",2014,49,"Substance",0,5,0,0,0,0,0,1,6
"17854","Male","Asian",2015,49,"Substance",1,1,0,0,1,0,0,0,1
"17855","Female","Black",2015,49,"Substance",1,0,0,0,0,0,0,0,2
"17856","Male","Black",2015,49,"Substance",4,11,4,0,3,0,0,6,12
"17857","Female","Hispanic",2015,49,"Substance",1,2,1,0,0,0,0,2,5
"17858","Male","Hispanic",2015,49,"Substance",11,29,8,0,5,0,0,20,35
"17859","Female","Other",2015,49,"Substance",0,0,0,0,0,0,0,0,1
"17860","Male","Other",2015,49,"Substance",0,0,0,0,0,0,0,0,1
"17861","Female","White",2015,49,"Substance",1,1,0,0,0,0,0,1,3
"17862","Male","White",2015,49,"Substance",5,14,4,0,6,0,0,7,17
"17863","Male","Asian",2016,49,"Substance",0,1,0,0,0,0,0,0,1
"17864","Female","Black",2016,49,"Substance",1,2,1,0,1,0,0,1,3
"17865","Male","Black",2016,49,"Substance",3,5,3,0,1,0,0,1,11
"17866","Female","Hispanic",2016,49,"Substance",0,2,0,0,0,0,0,0,6
"17867","Male","Hispanic",2016,49,"Substance",3,10,5,0,1,0,0,0,27
"17868","Male","White",2016,49,"Substance",2,3,2,0,0,0,0,1,7
"17869","Female","Black",2017,49,"Substance",0,0,1,0,0,0,0,0,2
"17870","Male","Black",2017,49,"Substance",1,3,0,0,0,0,0,0,5
"17871","Female","Hispanic",2017,49,"Substance",0,1,0,0,0,0,0,0,1
"17872","Male","Hispanic",2017,49,"Substance",1,2,0,0,0,0,0,0,3
"17873","Male","Other",2017,49,"Substance",0,1,0,0,0,0,0,0,1
"17874","Female","White",2017,49,"Substance",0,0,1,0,0,0,0,0,1
"17875","Male","Black",2018,49,"Substance",0,1,0,0,1,0,0,0,1
"17876","Male","Hispanic",2018,49,"Substance",1,1,5,0,0,0,0,0,6
"17877","Female","Black",2007,50,"Substance",0,0,0,0,0,0,0,0,1
"17878","Male","Black",2007,50,"Substance",6,47,13,0,2,0,0,21,71
"17879","Female","Hispanic",2007,50,"Substance",0,0,0,0,0,0,0,0,2
"17880","Male","Hispanic",2007,50,"Substance",8,115,19,0,4,0,0,68,151
"17881","Male","Native",2007,50,"Substance",0,2,0,0,0,0,0,2,2
"17882","Male","Other",2007,50,"Substance",0,1,0,0,0,0,0,0,3
"17883","Unknown","Other",2007,50,"Substance",0,3,0,0,0,0,0,0,3
"17884","Male","White",2007,50,"Substance",4,20,2,0,2,0,0,9,26
"17885","Male","Asian",2008,50,"Substance",0,1,0,0,0,0,0,1,1
"17886","Male","Black",2008,50,"Substance",3,23,4,0,1,0,0,12,43
"17887","Female","Hispanic",2008,50,"Substance",1,1,0,0,0,0,0,2,5
"17888","Male","Hispanic",2008,50,"Substance",6,83,9,0,2,0,0,36,125
"17889","Male","Other",2008,50,"Substance",1,5,1,0,0,0,0,2,7
"17890","Male","White",2008,50,"Substance",1,11,1,0,0,0,0,6,33
"17891","Male","Asian",2009,50,"Substance",0,0,0,0,0,0,0,0,1
"17892","Male","Black",2009,50,"Substance",1,15,0,0,0,0,0,9,22
"17893","Female","Hispanic",2009,50,"Substance",0,2,0,0,0,0,0,3,4
"17894","Male","Hispanic",2009,50,"Substance",3,36,4,0,3,0,0,30,58
"17895","Male","White",2009,50,"Substance",1,3,0,0,1,0,0,1,9
"17896","Female","Asian",2010,50,"Substance",1,1,0,0,1,0,0,0,1
"17897","Male","Asian",2010,50,"Substance",0,4,1,0,0,0,0,2,4
"17898","Female","Black",2010,50,"Substance",1,2,0,0,1,0,0,2,3
"17899","Male","Black",2010,50,"Substance",9,26,10,0,3,0,0,16,41
"17900","Female","Hispanic",2010,50,"Substance",0,0,0,0,0,0,0,0,4
"17901","Male","Hispanic",2010,50,"Substance",12,92,12,0,4,0,0,55,146
"17902","Male","Native",2010,50,"Substance",0,1,0,0,0,0,0,1,1
"17903","Female","White",2010,50,"Substance",1,1,0,0,0,0,0,0,2
"17904","Male","White",2010,50,"Substance",7,12,7,0,1,0,0,2,17
"17905","Male","Asian",2011,50,"Substance",1,2,1,0,0,0,0,1,4
"17906","Female","Black",2011,50,"Substance",0,1,1,0,0,0,0,0,4
"17907","Male","Black",2011,50,"Substance",10,24,10,0,4,0,0,18,87
"17908","Female","Hispanic",2011,50,"Substance",2,2,1,0,0,1,0,3,9
"17909","Male","Hispanic",2011,50,"Substance",19,75,24,0,16,0,0,39,235
"17910","Male","White",2011,50,"Substance",4,13,1,0,3,0,0,7,34
"17911","Female","Asian",2012,50,"Substance",0,0,0,0,0,0,0,0,1
"17912","Male","Asian",2012,50,"Substance",0,1,0,0,0,0,0,0,2
"17913","Female","Black",2012,50,"Substance",1,1,1,0,1,0,0,0,3
"17914","Male","Black",2012,50,"Substance",9,24,8,0,5,0,0,7,45
"17915","Female","Hispanic",2012,50,"Substance",0,0,0,0,0,0,0,0,15
"17916","Male","Hispanic",2012,50,"Substance",12,45,17,0,8,0,0,14,102
"17917","Female","Native",2012,50,"Substance",0,0,0,0,0,0,0,0,1
"17918","Male","Other",2012,50,"Substance",0,0,0,0,0,0,0,0,1
"17919","Unknown","Other",2012,50,"Substance",0,1,1,0,0,0,0,1,2
"17920","Female","White",2012,50,"Substance",0,0,0,0,0,0,0,0,6
"17921","Male","White",2012,50,"Substance",2,8,2,0,1,0,0,5,22
"17922","Male","Asian",2013,50,"Substance",1,1,0,0,0,0,0,0,1
"17923","Male","Black",2013,50,"Substance",2,6,2,0,0,0,0,2,9
"17924","Female","Hispanic",2013,50,"Substance",0,0,0,0,0,0,0,0,7
"17925","Male","Hispanic",2013,50,"Substance",2,13,3,0,2,0,0,11,41
"17926","Male","Other",2013,50,"Substance",0,1,0,0,0,0,0,0,2
"17927","Unknown","Other",2013,50,"Substance",0,0,0,0,0,0,0,0,1
"17928","Female","White",2013,50,"Substance",0,0,0,0,0,0,0,0,9
"17929","Male","White",2013,50,"Substance",0,0,0,0,0,0,0,0,18
"17930","Male","Black",2014,50,"Substance",0,3,0,0,0,0,0,1,7
"17931","Female","Hispanic",2014,50,"Substance",0,0,0,0,0,0,0,0,1
"17932","Male","Hispanic",2014,50,"Substance",1,7,2,0,1,0,0,1,14
"17933","Male","White",2014,50,"Substance",0,2,0,0,0,0,0,1,3
"17934","Male","Black",2015,50,"Substance",0,1,0,0,0,0,0,0,1
"17935","Male","Black",2016,50,"Substance",0,1,0,0,0,0,0,0,1
"17936","Male","Hispanic",2016,50,"Substance",0,3,1,0,0,0,0,0,3
"17937","Female","Black",2005,52,"Substance",0,1,0,0,0,0,0,0,1
"17938","Male","Asian",2007,52,"Substance",0,3,1,0,0,0,0,1,3
"17939","Female","Black",2007,52,"Substance",4,5,1,0,0,0,0,2,10
"17940","Male","Black",2007,52,"Substance",14,46,8,0,5,0,0,24,99
"17941","Unknown","Black",2007,52,"Substance",0,1,1,0,1,0,0,1,2
"17942","Female","Hispanic",2007,52,"Substance",4,5,0,0,1,0,0,4,15
"17943","Male","Hispanic",2007,52,"Substance",35,90,27,0,14,0,0,39,200
"17944","Unknown","Hispanic",2007,52,"Substance",0,0,0,0,0,0,0,0,1
"17945","Male","Native",2007,52,"Substance",0,1,0,0,0,0,0,1,2
"17946","Male","Other",2007,52,"Substance",4,12,6,0,3,0,0,7,24
"17947","Unknown","Other",2007,52,"Substance",2,5,2,0,1,0,0,3,8
"17948","Female","White",2007,52,"Substance",2,4,1,0,1,0,0,2,7
"17949","Male","White",2007,52,"Substance",1,6,1,0,0,0,0,10,23
"17950","Unknown","White",2007,52,"Substance",0,0,0,0,0,0,0,0,1
"17951","Male","Asian",2008,52,"Substance",1,3,1,0,1,0,0,0,4
"17952","Female","Black",2008,52,"Substance",1,5,2,0,2,0,0,3,10
"17953","Male","Black",2008,52,"Substance",16,52,9,0,5,0,0,31,101
"17954","Unknown","Black",2008,52,"Substance",0,0,0,0,0,0,0,0,1
"17955","Female","Hispanic",2008,52,"Substance",2,4,2,0,0,0,0,4,19
"17956","Male","Hispanic",2008,52,"Substance",22,115,29,0,13,0,0,53,227
"17957","Unknown","Hispanic",2008,52,"Substance",0,0,0,0,0,0,0,0,3
"17958","Male","Other",2008,52,"Substance",2,13,3,0,1,0,0,13,27
"17959","Unknown","Other",2008,52,"Substance",1,12,2,0,1,0,0,7,19
"17960","Male","White",2008,52,"Substance",2,6,2,0,1,0,0,4,15
"17961","Unknown","White",2008,52,"Substance",0,0,0,0,0,0,0,0,1
"17962","Male","Asian",2009,52,"Substance",2,1,2,0,0,0,0,1,6
"17963","Female","Black",2009,52,"Substance",2,7,2,0,2,0,0,9,19
"17964","Male","Black",2009,52,"Substance",27,90,29,0,11,0,0,43,162
"17965","Female","Hispanic",2009,52,"Substance",7,11,4,0,3,0,0,4,25
"17966","Male","Hispanic",2009,52,"Substance",41,170,43,0,19,0,0,82,309
"17967","Unknown","Hispanic",2009,52,"Substance",0,1,0,0,0,0,0,1,2
"17968","Male","Native",2009,52,"Substance",1,6,0,0,0,0,0,0,6
"17969","Female","Other",2009,52,"Substance",0,1,0,0,0,0,0,0,3
"17970","Male","Other",2009,52,"Substance",2,14,2,0,2,0,0,12,30
"17971","Unknown","Other",2009,52,"Substance",0,2,0,0,0,0,0,2,9
"17972","Female","White",2009,52,"Substance",1,4,2,0,2,0,0,0,8
"17973","Male","White",2009,52,"Substance",6,26,7,0,2,0,0,11,42
"17974","Female","Asian",2010,52,"Substance",0,0,0,0,0,0,0,0,1
"17975","Male","Asian",2010,52,"Substance",3,6,2,0,0,0,0,0,13
"17976","Female","Black",2010,52,"Substance",6,8,6,0,1,0,0,2,14
"17977","Male","Black",2010,52,"Substance",21,58,20,0,9,0,0,21,121
"17978","Unknown","Black",2010,52,"Substance",0,0,0,0,0,0,0,0,2
"17979","Female","Hispanic",2010,52,"Substance",2,8,2,0,1,0,0,5,25
"17980","Male","Hispanic",2010,52,"Substance",41,121,37,0,17,0,0,46,246
"17981","Unknown","Hispanic",2010,52,"Substance",1,4,2,0,1,0,0,4,6
"17982","Male","Other",2010,52,"Substance",0,6,0,0,0,0,0,4,14
"17983","Unknown","Other",2010,52,"Substance",1,4,0,0,1,0,0,5,12
"17984","Female","White",2010,52,"Substance",0,1,0,0,0,0,0,0,2
"17985","Male","White",2010,52,"Substance",2,7,2,0,0,0,0,6,18
"17986","Female","Asian",2011,52,"Substance",0,0,0,0,0,0,0,0,1
"17987","Male","Asian",2011,52,"Substance",0,2,0,0,0,0,0,2,9
"17988","Female","Black",2011,52,"Substance",2,1,1,0,1,0,0,1,9
"17989","Male","Black",2011,52,"Substance",19,55,12,0,7,0,0,25,132
"17990","Unknown","Black",2011,52,"Substance",0,1,0,0,0,0,0,0,2
"17991","Female","Hispanic",2011,52,"Substance",6,10,4,0,4,0,0,5,17
"17992","Male","Hispanic",2011,52,"Substance",32,90,24,0,14,0,0,33,264
"17993","Unknown","Hispanic",2011,52,"Substance",0,0,0,0,0,0,0,0,2
"17994","Male","Native",2011,52,"Substance",0,0,0,0,0,0,0,0,1
"17995","Female","Other",2011,52,"Substance",1,1,1,0,0,0,0,0,2
"17996","Male","Other",2011,52,"Substance",1,4,0,0,0,0,0,2,9
"17997","Unknown","Other",2011,52,"Substance",1,4,1,0,0,0,0,1,9
"17998","Female","White",2011,52,"Substance",0,0,0,0,0,0,0,0,3
"17999","Male","White",2011,52,"Substance",3,7,2,0,1,0,0,1,14
"18000","Male","Asian",2012,52,"Substance",0,2,0,0,0,0,0,0,9
"18001","Female","Black",2012,52,"Substance",1,1,1,0,0,0,0,0,9
"18002","Male","Black",2012,52,"Substance",13,56,11,0,3,0,0,13,113
"18003","Female","Hispanic",2012,52,"Substance",4,14,5,0,2,0,0,4,30
"18004","Male","Hispanic",2012,52,"Substance",30,112,26,0,11,0,0,41,285
"18005","Female","Other",2012,52,"Substance",0,0,0,0,0,0,0,0,2
"18006","Male","Other",2012,52,"Substance",0,1,0,0,0,0,0,0,13
"18007","Unknown","Other",2012,52,"Substance",0,1,1,0,0,0,0,0,9
"18008","Female","White",2012,52,"Substance",1,2,1,0,1,0,0,1,5
"18009","Male","White",2012,52,"Substance",3,10,1,0,1,0,0,4,21
"18010","Male","Asian",2013,52,"Substance",0,0,0,0,0,0,0,0,2
"18011","Female","Black",2013,52,"Substance",0,1,0,0,0,0,0,0,2
"18012","Male","Black",2013,52,"Substance",5,24,10,0,5,0,1,6,34
"18013","Female","Hispanic",2013,52,"Substance",1,2,0,0,0,0,0,1,8
"18014","Male","Hispanic",2013,52,"Substance",18,46,16,0,2,0,0,12,62
"18015","Male","Other",2013,52,"Substance",0,1,0,0,0,0,0,0,1
"18016","Unknown","Other",2013,52,"Substance",0,1,0,0,0,0,0,0,1
"18017","Male","White",2013,52,"Substance",3,8,3,0,0,0,0,0,10
"18018","Male","Black",2014,52,"Substance",0,2,1,0,1,0,0,0,2
"18019","Male","Hispanic",2014,52,"Substance",0,10,3,0,4,0,0,4,10
"18020","Male","Native",2014,52,"Substance",0,1,1,0,1,0,0,1,1
"18021","Male","Other",2014,52,"Substance",0,0,0,0,0,0,0,0,1
"18022","Unknown","Other",2014,52,"Substance",0,1,0,0,0,0,0,0,1
"18023","Male","White",2014,52,"Substance",0,1,1,0,0,0,0,1,1
"18024","Unknown","White",2014,52,"Substance",0,1,1,0,0,0,0,0,1
"18025","Male","Black",2015,52,"Substance",0,1,1,0,0,0,0,0,1
"18026","Male","Hispanic",2015,52,"Substance",1,6,1,0,0,0,0,3,7
"18027","Female","White",2015,52,"Substance",2,2,2,0,0,0,0,0,2
"18028","Female","Asian",2016,52,"Substance",0,0,0,0,0,0,0,0,1
"18029","Female","Hispanic",2016,52,"Substance",0,1,0,0,0,0,0,1,2
"18030","Male","Hispanic",2016,52,"Substance",0,6,0,0,0,0,0,0,6
"18031","Female","White",2016,52,"Substance",0,0,0,0,0,0,0,0,1
"18032","Male","Black",2017,52,"Substance",2,5,2,0,0,0,0,0,5
"18033","Male","Hispanic",2017,52,"Substance",0,4,2,0,0,0,0,0,6
"18034","Female","Black",2018,52,"Substance",1,0,1,0,0,0,0,0,1
"18035","Male","Black",2018,52,"Substance",0,3,1,0,0,0,0,0,4
"18036","Female","Hispanic",2018,52,"Substance",0,0,0,0,1,0,0,0,1
"18037","Male","Hispanic",2018,52,"Substance",1,3,2,0,0,0,0,1,4
"18038","Female","Black",2005,60,"Substance",2,1,1,0,1,0,0,1,2
"18039","Male","Black",2005,60,"Substance",10,26,6,0,7,0,0,21,50
"18040","Female","Hispanic",2005,60,"Substance",1,1,0,0,0,0,0,1,2
"18041","Male","Hispanic",2005,60,"Substance",7,18,4,0,5,0,0,8,32
"18042","Female","Other",2005,60,"Substance",0,1,0,0,0,0,0,0,2
"18043","Male","Other",2005,60,"Substance",0,1,1,0,0,0,0,3,7
"18044","Unknown","Other",2005,60,"Substance",0,2,0,0,0,0,0,1,10
"18045","Female","White",2005,60,"Substance",2,2,1,0,1,0,0,0,2
"18046","Male","White",2005,60,"Substance",7,10,6,0,8,0,0,6,22
"18047","Unknown","White",2005,60,"Substance",0,1,0,0,0,0,0,1,1
"18048","Male","Asian",2007,60,"Substance",2,13,5,0,2,0,0,4,19
"18049","Female","Black",2007,60,"Substance",3,12,3,0,3,0,0,3,41
"18050","Male","Black",2007,60,"Substance",30,146,33,0,22,0,1,103,330
"18051","Unknown","Black",2007,60,"Substance",1,3,1,0,2,0,0,0,4
"18052","Female","Hispanic",2007,60,"Substance",4,4,2,0,0,0,0,2,21
"18053","Male","Hispanic",2007,60,"Substance",13,61,14,0,6,0,1,43,161
"18054","Unknown","Hispanic",2007,60,"Substance",0,1,0,0,0,0,0,2,3
"18055","Male","Native",2007,60,"Substance",0,1,0,0,0,0,0,0,3
"18056","Female","Other",2007,60,"Substance",0,0,0,1,0,0,0,2,4
"18057","Male","Other",2007,60,"Substance",0,9,0,0,0,0,0,6,15
"18058","Unknown","Other",2007,60,"Substance",1,4,2,0,0,0,0,3,16
"18059","Female","White",2007,60,"Substance",0,1,0,0,0,0,0,6,22
"18060","Male","White",2007,60,"Substance",17,91,22,0,11,0,0,49,182
"18061","Unknown","White",2007,60,"Substance",0,1,0,0,0,0,0,0,2
"18062","Female","Asian",2008,60,"Substance",0,0,0,0,0,0,0,0,1
"18063","Male","Asian",2008,60,"Substance",0,3,0,0,0,0,0,1,10
"18064","Female","Black",2008,60,"Substance",10,5,8,0,6,0,0,7,31
"18065","Male","Black",2008,60,"Substance",32,194,41,0,16,0,0,77,451
"18066","Unknown","Black",2008,60,"Substance",0,3,1,0,0,0,0,0,5
"18067","Female","Hispanic",2008,60,"Substance",2,6,3,0,0,0,0,1,28
"18068","Male","Hispanic",2008,60,"Substance",20,86,21,0,9,0,3,39,226
"18069","Unknown","Hispanic",2008,60,"Substance",0,1,0,0,0,0,0,0,1
"18070","Male","Native",2008,60,"Substance",1,1,1,0,1,0,0,1,3
"18071","Female","Other",2008,60,"Substance",1,1,0,0,0,0,0,0,2
"18072","Male","Other",2008,60,"Substance",3,6,4,0,0,0,0,6,16
"18073","Unknown","Other",2008,60,"Substance",0,4,0,0,0,0,0,3,11
"18074","Female","White",2008,60,"Substance",1,7,1,0,1,0,0,2,36
"18075","Male","White",2008,60,"Substance",13,77,12,0,5,0,0,37,173
"18076","Unknown","White",2008,60,"Substance",0,1,0,0,0,0,0,0,1
"18077","Female","Asian",2009,60,"Substance",0,0,0,0,0,0,0,0,1
"18078","Male","Asian",2009,60,"Substance",0,5,1,0,0,0,0,4,21
"18079","Female","Black",2009,60,"Substance",1,8,1,0,1,0,0,9,48
"18080","Male","Black",2009,60,"Substance",40,195,47,0,41,0,0,106,617
"18081","Unknown","Black",2009,60,"Substance",0,0,0,0,0,0,0,0,2
"18082","Female","Hispanic",2009,60,"Substance",3,5,3,0,3,0,0,3,40
"18083","Male","Hispanic",2009,60,"Substance",18,53,15,0,11,0,0,26,201
"18084","Male","Native",2009,60,"Substance",1,1,0,0,0,0,0,0,4
"18085","Female","Other",2009,60,"Substance",1,0,0,0,0,0,0,1,1
"18086","Male","Other",2009,60,"Substance",0,1,0,0,0,0,0,0,5
"18087","Unknown","Other",2009,60,"Substance",0,1,1,0,0,0,0,1,5
"18088","Female","White",2009,60,"Substance",6,6,3,0,1,0,0,4,38
"18089","Male","White",2009,60,"Substance",15,67,13,0,8,1,0,34,178
"18090","Unknown","White",2009,60,"Substance",0,0,0,0,0,0,0,0,1
"18091","Female","Asian",2010,60,"Substance",1,1,1,0,1,0,0,1,1
"18092","Male","Asian",2010,60,"Substance",0,5,0,0,2,0,0,0,8
"18093","Female","Black",2010,60,"Substance",8,11,10,0,3,0,0,3,58
"18094","Male","Black",2010,60,"Substance",63,227,58,0,35,0,1,59,544
"18095","Female","Hispanic",2010,60,"Substance",5,11,5,0,2,0,0,2,32
"18096","Male","Hispanic",2010,60,"Substance",21,104,17,0,13,0,0,31,214
"18097","Male","Native",2010,60,"Substance",0,0,0,0,0,0,0,0,1
"18098","Male","Other",2010,60,"Substance",0,3,0,0,0,0,0,1,5
"18099","Female","White",2010,60,"Substance",6,12,5,0,3,0,0,4,25
"18100","Male","White",2010,60,"Substance",15,79,18,0,9,0,1,20,142
"18101","Female","Asian",2011,60,"Substance",0,1,0,0,0,0,0,1,1
"18102","Male","Asian",2011,60,"Substance",3,20,3,0,2,0,0,12,35
"18103","Female","Black",2011,60,"Substance",3,9,2,0,1,0,0,1,47
"18104","Male","Black",2011,60,"Substance",45,275,61,0,34,0,0,78,638
"18105","Female","Hispanic",2011,60,"Substance",0,8,2,0,2,0,0,3,34
"18106","Male","Hispanic",2011,60,"Substance",24,124,36,0,21,0,0,52,299
"18107","Male","Native",2011,60,"Substance",1,1,1,0,0,0,0,0,3
"18108","Male","Other",2011,60,"Substance",0,2,0,0,0,0,0,1,3
"18109","Female","White",2011,60,"Substance",4,9,7,0,3,0,0,4,34
"18110","Male","White",2011,60,"Substance",14,111,20,1,6,0,0,47,214
"18111","Male","Asian",2012,60,"Substance",2,6,2,0,1,0,0,2,10
"18112","Female","Black",2012,60,"Substance",5,9,5,0,2,0,0,2,36
"18113","Male","Black",2012,60,"Substance",26,162,32,0,19,0,0,29,436
"18114","Unknown","Black",2012,60,"Substance",0,0,0,0,0,0,0,0,2
"18115","Female","Hispanic",2012,60,"Substance",3,9,4,0,1,0,0,2,30
"18116","Male","Hispanic",2012,60,"Substance",13,70,23,0,6,0,0,16,142
"18117","Unknown","Hispanic",2012,60,"Substance",0,1,1,0,0,0,0,0,1
"18118","Male","Native",2012,60,"Substance",0,3,3,0,0,0,0,3,3
"18119","Male","Other",2012,60,"Substance",1,3,2,0,1,0,0,1,6
"18120","Unknown","Other",2012,60,"Substance",0,0,0,0,0,0,0,0,3
"18121","Female","White",2012,60,"Substance",5,17,5,0,2,0,0,5,33
"18122","Male","White",2012,60,"Substance",37,93,43,0,13,0,1,32,186
"18123","Unknown","White",2012,60,"Substance",0,1,0,0,0,0,0,0,1
