"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","Weapon","HandCuff","PepperSpray","Firearm","Other","Stopped"
"1","Male","Black",2005,1,"Assault",0,1,0,0,0,0,0,1,2
"2","Female","Asian",2007,1,"Assault",0,1,0,0,0,0,0,1,1
"3","Male","Asian",2007,1,"Assault",2,2,2,0,4,0,0,3,8
"4","Female","Black",2007,1,"Assault",0,1,0,0,0,0,0,0,3
"5","Male","Black",2007,1,"Assault",8,17,8,0,7,0,3,9,35
"6","Female","Hispanic",2007,1,"Assault",0,0,0,0,0,0,0,0,2
"7","Male","Hispanic",2007,1,"Assault",3,5,2,0,0,0,0,3,18
"8","Male","Native",2007,1,"Assault",0,0,0,0,0,0,0,0,1
"9","Male","Other",2007,1,"Assault",0,1,0,0,0,0,0,0,1
"10","Female","White",2007,1,"Assault",1,1,0,0,1,0,0,0,2
"11","Male","White",2007,1,"Assault",1,11,3,0,5,0,1,6,15
"12","Female","Asian",2008,1,"Assault",0,0,0,0,0,0,0,1,1
"13","Male","Asian",2008,1,"Assault",0,5,1,0,1,0,0,2,6
"14","Female","Black",2008,1,"Assault",2,2,2,0,0,0,0,0,5
"15","Male","Black",2008,1,"Assault",6,33,9,0,11,0,0,22,53
"16","Female","Hispanic",2008,1,"Assault",1,1,1,0,1,0,0,0,1
"17","Male","Hispanic",2008,1,"Assault",0,13,1,0,1,0,2,10,22
"18","Male","Other",2008,1,"Assault",0,0,0,0,0,0,0,0,2
"19","Unknown","Other",2008,1,"Assault",1,0,1,0,0,0,0,1,1
"20","Female","White",2008,1,"Assault",0,0,0,0,0,0,0,0,3
"21","Male","White",2008,1,"Assault",1,8,2,0,3,0,0,3,13
"22","Female","Asian",2009,1,"Assault",0,2,0,0,0,0,0,0,2
"23","Male","Asian",2009,1,"Assault",0,5,0,2,3,0,0,5,9
"24","Female","Black",2009,1,"Assault",0,3,0,0,0,0,0,0,9
"25","Male","Black",2009,1,"Assault",0,22,0,0,3,0,0,12,43
"26","Male","Hispanic",2009,1,"Assault",5,15,4,0,8,0,4,10,25
"27","Female","Other",2009,1,"Assault",1,2,0,0,0,0,0,1,2
"28","Male","Other",2009,1,"Assault",1,5,1,0,1,0,1,5,7
"29","Female","White",2009,1,"Assault",0,7,0,0,0,0,0,0,7
"30","Male","White",2009,1,"Assault",2,18,3,0,5,0,3,10,34
"31","Female","Asian",2010,1,"Assault",1,1,1,0,1,0,0,1,2
"32","Male","Asian",2010,1,"Assault",2,2,2,0,0,0,0,3,12
"33","Female","Black",2010,1,"Assault",0,0,0,0,0,0,0,0,3
"34","Male","Black",2010,1,"Assault",6,25,4,0,6,0,1,15,45
"35","Female","Hispanic",2010,1,"Assault",0,0,0,0,1,0,0,1,4
"36","Male","Hispanic",2010,1,"Assault",7,11,6,0,3,0,2,9,28
"37","Male","Native",2010,1,"Assault",2,4,2,0,1,0,0,3,4
"38","Male","Other",2010,1,"Assault",0,1,0,0,1,0,0,0,1
"39","Female","White",2010,1,"Assault",1,0,1,0,1,0,0,0,3
"40","Male","White",2010,1,"Assault",8,18,7,0,6,0,0,14,37
"41","Female","Asian",2011,1,"Assault",0,0,0,0,0,0,0,0,2
"42","Male","Asian",2011,1,"Assault",2,3,2,0,2,1,0,5,12
"43","Female","Black",2011,1,"Assault",1,0,1,0,5,0,0,1,10
"44","Male","Black",2011,1,"Assault",12,26,10,0,9,0,0,24,62
"45","Female","Hispanic",2011,1,"Assault",1,1,0,0,1,0,0,2,5
"46","Male","Hispanic",2011,1,"Assault",1,13,1,0,3,0,0,9,27
"47","Male","Native",2011,1,"Assault",0,0,0,0,0,0,0,0,1
"48","Female","White",2011,1,"Assault",0,0,0,0,1,0,0,1,3
"49","Male","White",2011,1,"Assault",3,22,3,0,6,0,4,19,44
"50","Male","Asian",2012,1,"Assault",0,1,0,0,1,0,0,0,7
"51","Female","Black",2012,1,"Assault",1,4,0,0,1,0,0,2,13
"52","Male","Black",2012,1,"Assault",6,13,4,0,3,0,1,5,34
"53","Female","Hispanic",2012,1,"Assault",0,3,1,0,2,0,0,3,9
"54","Male","Hispanic",2012,1,"Assault",0,2,0,0,1,0,0,0,19
"55","Male","Native",2012,1,"Assault",0,0,0,0,0,0,0,0,2
"56","Unknown","Other",2012,1,"Assault",0,0,0,0,0,0,0,0,1
"57","Male","White",2012,1,"Assault",0,5,2,0,1,0,0,6,18
"58","Female","Black",2013,1,"Assault",0,2,0,0,1,0,0,0,5
"59","Male","Black",2013,1,"Assault",4,10,1,0,7,0,0,4,17
"60","Male","Hispanic",2013,1,"Assault",1,7,3,0,2,0,1,3,12
"61","Male","White",2013,1,"Assault",0,1,0,0,0,0,0,1,2
"62","Male","Black",2014,1,"Assault",1,2,1,0,2,0,0,2,4
"63","Male","Hispanic",2014,1,"Assault",0,4,1,0,1,0,0,1,4
"64","Female","Black",2015,1,"Assault",0,1,1,0,1,0,0,0,1
"65","Male","Black",2015,1,"Assault",1,5,1,0,3,0,0,1,8
"66","Male","Hispanic",2015,1,"Assault",0,0,0,0,2,0,0,0,3
"67","Male","White",2015,1,"Assault",0,0,0,0,1,0,0,0,2
"68","Male","Black",2016,1,"Assault",1,3,1,0,2,0,0,1,3
"69","Unknown","Black",2016,1,"Assault",0,0,0,0,0,0,0,0,1
"70","Male","White",2016,1,"Assault",1,2,1,0,1,0,0,1,4
"71","Male","Black",2017,1,"Assault",0,2,0,0,5,0,0,0,8
"72","Female","Hispanic",2017,1,"Assault",0,0,0,0,0,0,0,0,1
"73","Male","White",2017,1,"Assault",0,0,0,0,0,0,0,0,4
"74","Male","Black",2018,1,"Assault",0,0,0,0,2,0,0,0,9
"75","Male","Hispanic",2018,1,"Assault",1,1,0,0,0,0,1,0,3
"76","Male","White",2018,1,"Assault",0,1,0,0,1,0,0,0,1
"77","Male","Asian",2005,5,"Assault",0,2,0,0,0,0,0,1,3
"78","Female","Hispanic",2005,5,"Assault",1,1,1,0,0,0,0,0,1
"79","Male","Hispanic",2005,5,"Assault",0,0,0,0,0,0,0,0,1
"80","Female","Asian",2007,5,"Assault",0,2,1,0,1,0,0,1,5
"81","Male","Asian",2007,5,"Assault",7,44,12,0,11,0,0,32,84
"82","Unknown","Asian",2007,5,"Assault",0,1,0,0,0,0,0,1,2
"83","Female","Black",2007,5,"Assault",0,2,0,0,2,0,0,0,7
"84","Male","Black",2007,5,"Assault",3,16,5,0,5,0,0,14,43
"85","Female","Hispanic",2007,5,"Assault",0,2,0,0,0,0,0,2,3
"86","Male","Hispanic",2007,5,"Assault",9,25,9,0,7,0,2,10,45
"87","Male","Native",2007,5,"Assault",3,4,0,0,0,0,0,4,5
"88","Female","Other",2007,5,"Assault",0,0,0,0,0,0,0,0,1
"89","Male","Other",2007,5,"Assault",0,1,0,0,0,0,0,1,9
"90","Male","White",2007,5,"Assault",2,8,2,0,3,0,0,8,20
"91","Female","Asian",2008,5,"Assault",0,2,1,0,0,0,0,2,10
"92","Male","Asian",2008,5,"Assault",3,13,4,0,2,0,0,9,75
"93","Female","Black",2008,5,"Assault",0,0,0,0,0,0,0,1,3
"94","Male","Black",2008,5,"Assault",10,30,3,0,3,0,0,13,80
"95","Female","Hispanic",2008,5,"Assault",1,1,1,0,1,0,0,1,2
"96","Male","Hispanic",2008,5,"Assault",4,44,3,0,3,0,0,16,78
"97","Unknown","Hispanic",2008,5,"Assault",0,1,0,0,0,0,0,1,1
"98","Male","Native",2008,5,"Assault",0,1,0,0,0,0,0,0,1
"99","Female","Other",2008,5,"Assault",0,0,0,0,0,0,0,0,1
"100","Male","Other",2008,5,"Assault",3,3,1,0,3,0,0,3,8
"101","Unknown","Other",2008,5,"Assault",0,0,0,0,0,0,0,0,1
"102","Female","White",2008,5,"Assault",0,0,0,0,0,0,0,1,2
"103","Male","White",2008,5,"Assault",1,6,1,0,0,0,0,7,25
"104","Female","Asian",2009,5,"Assault",0,2,0,0,0,0,0,0,3
"105","Male","Asian",2009,5,"Assault",5,16,3,0,3,0,1,16,45
"106","Female","Black",2009,5,"Assault",0,2,0,0,1,0,0,2,7
"107","Male","Black",2009,5,"Assault",6,39,4,0,13,0,1,19,76
"108","Female","Hispanic",2009,5,"Assault",0,0,0,0,0,0,0,0,1
"109","Male","Hispanic",2009,5,"Assault",7,25,5,0,4,0,0,18,63
"110","Female","Other",2009,5,"Assault",0,0,0,0,0,0,0,0,1
"111","Male","Other",2009,5,"Assault",0,1,0,0,0,0,0,2,8
"112","Unknown","Other",2009,5,"Assault",1,0,0,0,0,0,0,0,1
"113","Male","White",2009,5,"Assault",0,9,0,0,1,0,0,3,20
"114","Male","Asian",2010,5,"Assault",5,6,1,0,3,2,0,7,28
"115","Female","Black",2010,5,"Assault",0,0,0,0,1,0,0,4,10
"116","Male","Black",2010,5,"Assault",3,15,1,0,4,0,0,12,48
"117","Female","Hispanic",2010,5,"Assault",1,2,0,0,2,0,0,1,6
"118","Male","Hispanic",2010,5,"Assault",16,39,8,0,8,0,0,21,71
"119","Unknown","Hispanic",2010,5,"Assault",0,0,0,0,0,0,0,1,1
"120","Female","Other",2010,5,"Assault",1,1,0,0,1,0,0,1,2
"121","Male","Other",2010,5,"Assault",2,5,1,0,3,0,0,5,12
"122","Unknown","Other",2010,5,"Assault",0,1,0,0,1,0,0,1,2
"123","Female","White",2010,5,"Assault",0,2,0,0,0,0,0,1,6
"124","Male","White",2010,5,"Assault",0,4,0,0,3,0,0,3,16
"125","Female","Asian",2011,5,"Assault",1,2,1,0,0,0,0,4,7
"126","Male","Asian",2011,5,"Assault",2,11,1,0,1,0,0,9,44
"127","Unknown","Asian",2011,5,"Assault",0,0,0,0,0,0,0,0,1
"128","Female","Black",2011,5,"Assault",4,3,2,0,0,0,0,1,8
"129","Male","Black",2011,5,"Assault",8,25,4,0,9,0,1,12,54
"130","Female","Hispanic",2011,5,"Assault",2,4,2,0,0,0,0,1,7
"131","Male","Hispanic",2011,5,"Assault",14,42,9,0,11,0,8,24,69
"132","Unknown","Hispanic",2011,5,"Assault",0,1,0,0,0,0,0,0,1
"133","Male","Native",2011,5,"Assault",0,0,0,0,0,0,0,0,1
"134","Female","Other",2011,5,"Assault",1,0,0,0,0,0,0,0,1
"135","Male","Other",2011,5,"Assault",0,1,1,0,0,0,0,2,9
"136","Unknown","Other",2011,5,"Assault",1,0,0,0,0,0,0,0,8
"137","Female","White",2011,5,"Assault",0,1,0,0,1,0,0,1,5
"138","Male","White",2011,5,"Assault",5,6,1,0,1,0,0,3,15
"139","Female","Asian",2012,5,"Assault",0,0,0,0,0,0,0,0,13
"140","Male","Asian",2012,5,"Assault",11,14,9,0,9,0,0,2,49
"141","Unknown","Asian",2012,5,"Assault",0,0,0,0,0,0,0,0,1
"142","Female","Black",2012,5,"Assault",3,1,0,0,0,0,0,1,12
"143","Male","Black",2012,5,"Assault",9,20,5,0,7,0,0,10,47
"144","Female","Hispanic",2012,5,"Assault",0,2,0,0,0,0,0,2,8
"145","Male","Hispanic",2012,5,"Assault",6,20,7,0,3,0,0,12,46
"146","Male","Native",2012,5,"Assault",0,1,0,0,0,0,0,1,1
"147","Male","Other",2012,5,"Assault",1,3,2,0,3,0,0,1,8
"148","Unknown","Other",2012,5,"Assault",0,1,0,0,0,0,0,0,1
"149","Female","White",2012,5,"Assault",0,0,0,0,0,0,0,0,4
"150","Male","White",2012,5,"Assault",4,5,2,0,3,0,0,3,21
"151","Female","Asian",2013,5,"Assault",0,0,0,0,0,0,0,0,1
"152","Male","Asian",2013,5,"Assault",0,1,0,0,0,0,0,0,14
"153","Female","Black",2013,5,"Assault",1,0,0,0,0,0,0,1,2
"154","Male","Black",2013,5,"Assault",9,15,2,0,2,0,1,6,30
"155","Female","Hispanic",2013,5,"Assault",1,1,0,0,0,0,0,2,3
"156","Male","Hispanic",2013,5,"Assault",2,12,4,0,1,0,0,2,20
"157","Male","Other",2013,5,"Assault",2,3,1,0,2,0,0,0,5
"158","Unknown","Other",2013,5,"Assault",0,1,0,0,0,0,0,0,2
"159","Female","White",2013,5,"Assault",0,0,0,0,0,0,0,0,1
"160","Male","White",2013,5,"Assault",0,2,1,0,1,0,0,1,14
"161","Male","Asian",2014,5,"Assault",0,1,0,0,2,0,1,1,4
"162","Female","Black",2014,5,"Assault",1,0,0,0,0,0,0,0,2
"163","Male","Black",2014,5,"Assault",1,4,1,0,2,0,0,2,9
"164","Female","Hispanic",2014,5,"Assault",0,1,0,0,0,0,0,0,1
"165","Male","Hispanic",2014,5,"Assault",3,9,3,0,1,0,0,4,13
"166","Female","Native",2014,5,"Assault",0,0,0,0,0,0,0,1,1
"167","Male","Other",2014,5,"Assault",1,4,0,0,1,0,0,3,5
"168","Female","White",2014,5,"Assault",0,0,0,0,0,0,0,0,3
"169","Male","White",2014,5,"Assault",0,2,0,0,0,0,0,0,5
"170","Male","Asian",2015,5,"Assault",0,1,0,0,1,0,0,0,2
"171","Female","Black",2015,5,"Assault",0,0,0,0,1,0,0,0,3
"172","Male","Black",2015,5,"Assault",4,3,3,0,2,0,0,2,7
"173","Male","Hispanic",2015,5,"Assault",0,2,2,0,0,0,0,2,3
"174","Male","White",2015,5,"Assault",0,0,0,0,1,0,0,0,2
"175","Female","Asian",2016,5,"Assault",0,0,0,0,0,0,0,0,1
"176","Male","Asian",2016,5,"Assault",0,0,0,0,0,0,0,0,1
"177","Female","Black",2016,5,"Assault",1,0,1,0,0,0,0,0,1
"178","Male","Black",2016,5,"Assault",0,1,1,0,0,0,0,0,4
"179","Female","Hispanic",2016,5,"Assault",0,0,0,0,0,0,0,0,1
"180","Male","Hispanic",2016,5,"Assault",2,3,0,0,1,0,0,0,3
"181","Female","White",2016,5,"Assault",0,0,0,0,0,0,0,0,1
"182","Female","Black",2017,5,"Assault",1,0,0,0,0,0,0,0,1
"183","Male","Black",2017,5,"Assault",2,3,0,0,3,0,0,0,12
"184","Male","Hispanic",2017,5,"Assault",0,0,0,0,0,0,0,0,1
"185","Male","White",2017,5,"Assault",1,0,0,0,0,0,0,0,1
"186","Male","Asian",2018,5,"Assault",0,1,0,0,1,0,0,0,3
"187","Female","Black",2018,5,"Assault",0,0,0,0,1,0,0,0,2
"188","Male","Black",2018,5,"Assault",2,2,3,0,3,0,0,1,11
"189","Female","Hispanic",2018,5,"Assault",1,0,1,0,0,0,0,0,1
"190","Male","Hispanic",2018,5,"Assault",0,0,0,0,1,0,0,1,5
"191","Male","White",2018,5,"Assault",0,0,0,0,0,0,0,0,1
"192","Male","Asian",2007,6,"Assault",2,1,1,0,0,0,0,0,6
"193","Female","Black",2007,6,"Assault",0,1,0,0,1,0,0,1,4
"194","Male","Black",2007,6,"Assault",5,30,9,0,7,0,0,15,67
"195","Female","Hispanic",2007,6,"Assault",1,1,1,0,0,0,0,0,2
"196","Male","Hispanic",2007,6,"Assault",2,19,4,0,3,0,0,12,42
"197","Female","Other",2007,6,"Assault",0,1,1,0,1,0,0,2,2
"198","Male","Other",2007,6,"Assault",0,4,0,0,1,0,0,5,9
"199","Unknown","Other",2007,6,"Assault",0,0,0,0,2,0,0,4,8
"200","Female","White",2007,6,"Assault",1,1,1,0,1,0,0,0,8
"201","Male","White",2007,6,"Assault",15,25,16,0,12,0,0,19,53
"202","Female","Asian",2008,6,"Assault",0,0,0,0,0,0,0,0,1
"203","Male","Asian",2008,6,"Assault",1,2,0,0,0,0,0,1,8
"204","Female","Black",2008,6,"Assault",0,2,0,0,1,0,0,6,13
"205","Male","Black",2008,6,"Assault",12,43,12,0,9,0,1,29,108
"206","Female","Hispanic",2008,6,"Assault",1,1,1,0,1,0,0,3,6
"207","Male","Hispanic",2008,6,"Assault",6,17,5,0,8,0,0,10,45
"208","Unknown","Hispanic",2008,6,"Assault",0,0,0,0,0,0,0,0,1
"209","Male","Native",2008,6,"Assault",0,0,0,0,0,0,0,0,1
"210","Female","Other",2008,6,"Assault",0,0,0,0,0,0,0,0,1
"211","Male","Other",2008,6,"Assault",0,0,0,0,0,0,0,0,5
"212","Unknown","Other",2008,6,"Assault",0,1,0,0,0,0,0,0,4
"213","Female","White",2008,6,"Assault",2,2,2,0,2,0,0,1,6
"214","Male","White",2008,6,"Assault",8,20,8,0,10,0,0,25,53
"215","Male","Asian",2009,6,"Assault",1,2,1,0,1,0,0,1,2
"216","Female","Black",2009,6,"Assault",1,0,0,0,1,0,0,0,3
"217","Male","Black",2009,6,"Assault",8,26,10,0,8,0,1,16,69
"218","Unknown","Black",2009,6,"Assault",0,0,0,0,0,0,0,0,1
"219","Female","Hispanic",2009,6,"Assault",2,2,2,0,2,0,0,3,8
"220","Male","Hispanic",2009,6,"Assault",3,14,3,0,5,0,0,12,25
"221","Female","Other",2009,6,"Assault",0,0,0,0,0,0,0,0,1
"222","Male","Other",2009,6,"Assault",1,1,1,0,0,0,0,2,4
"223","Unknown","Other",2009,6,"Assault",0,2,0,0,0,0,0,3,3
"224","Female","White",2009,6,"Assault",0,0,0,0,0,0,0,0,5
"225","Male","White",2009,6,"Assault",5,11,4,0,6,0,0,5,28
"226","Unknown","White",2009,6,"Assault",0,1,0,0,0,0,0,0,1
"227","Female","Asian",2010,6,"Assault",0,0,0,0,0,0,0,0,1
"228","Male","Asian",2010,6,"Assault",0,2,1,0,1,0,0,2,9
"229","Female","Black",2010,6,"Assault",1,2,1,0,2,1,0,2,8
"230","Male","Black",2010,6,"Assault",7,37,9,1,7,1,3,21,92
"231","Female","Hispanic",2010,6,"Assault",2,2,2,0,1,0,0,1,7
"232","Male","Hispanic",2010,6,"Assault",9,21,8,0,7,0,1,11,45
"233","Unknown","Hispanic",2010,6,"Assault",1,1,1,0,1,0,0,1,2
"234","Male","Other",2010,6,"Assault",0,2,0,0,1,0,0,1,6
"235","Unknown","Other",2010,6,"Assault",1,1,1,0,0,0,0,0,6
"236","Female","White",2010,6,"Assault",1,2,1,0,2,0,0,0,9
"237","Male","White",2010,6,"Assault",13,15,6,0,8,0,0,6,48
"238","Unknown","White",2010,6,"Assault",0,0,0,0,0,0,0,0,1
"239","Male","Asian",2011,6,"Assault",2,3,2,0,2,0,0,4,10
"240","Female","Black",2011,6,"Assault",2,3,2,0,2,0,0,2,8
"241","Male","Black",2011,6,"Assault",9,31,11,1,9,0,1,26,69
"242","Unknown","Black",2011,6,"Assault",1,2,1,0,0,0,0,1,4
"243","Female","Hispanic",2011,6,"Assault",0,0,0,0,0,0,0,1,2
"244","Male","Hispanic",2011,6,"Assault",4,16,7,0,4,0,3,13,30
"245","Unknown","Hispanic",2011,6,"Assault",0,0,0,0,0,0,0,1,2
"246","Male","Native",2011,6,"Assault",0,0,0,0,0,0,0,0,1
"247","Female","Other",2011,6,"Assault",0,1,0,0,1,0,0,1,1
"248","Male","Other",2011,6,"Assault",0,1,0,0,0,0,0,0,4
"249","Unknown","Other",2011,6,"Assault",0,2,1,0,1,0,0,1,5
"250","Female","White",2011,6,"Assault",1,1,1,0,0,0,0,0,7
"251","Male","White",2011,6,"Assault",4,14,3,0,8,0,1,10,41
"252","Male","Asian",2012,6,"Assault",1,2,2,0,0,0,0,2,5
"253","Female","Black",2012,6,"Assault",0,1,0,0,0,0,0,0,11
"254","Male","Black",2012,6,"Assault",9,47,15,0,13,0,0,24,103
"255","Unknown","Black",2012,6,"Assault",0,0,0,0,0,0,0,0,1
"256","Female","Hispanic",2012,6,"Assault",1,4,0,0,0,0,0,1,12
"257","Male","Hispanic",2012,6,"Assault",4,27,6,0,9,0,0,16,58
"258","Male","Native",2012,6,"Assault",0,1,0,0,0,0,0,1,4
"259","Female","Other",2012,6,"Assault",0,0,0,0,0,0,0,0,1
"260","Male","Other",2012,6,"Assault",0,1,0,0,0,0,0,2,4
"261","Unknown","Other",2012,6,"Assault",0,3,0,0,1,0,0,1,8
"262","Female","White",2012,6,"Assault",0,0,0,0,0,0,0,0,4
"263","Male","White",2012,6,"Assault",8,26,10,1,4,0,1,13,61
"264","Male","Asian",2013,6,"Assault",1,1,0,0,1,0,0,2,7
"265","Female","Black",2013,6,"Assault",0,0,0,0,0,0,0,0,3
"266","Male","Black",2013,6,"Assault",1,16,3,0,3,0,0,8,37
"267","Unknown","Black",2013,6,"Assault",0,1,0,0,0,0,0,0,1
"268","Female","Hispanic",2013,6,"Assault",0,0,0,0,0,0,0,0,1
"269","Male","Hispanic",2013,6,"Assault",1,8,0,0,4,0,0,4,17
"270","Male","Other",2013,6,"Assault",1,2,1,0,1,0,0,1,4
"271","Unknown","Other",2013,6,"Assault",1,1,1,0,2,0,0,1,4
"272","Female","White",2013,6,"Assault",0,0,0,0,0,0,0,0,1
"273","Male","White",2013,6,"Assault",7,10,6,0,5,0,2,7,34
"274","Unknown","White",2013,6,"Assault",0,0,0,0,0,0,0,0,1
"275","Female","Black",2014,6,"Assault",0,1,0,1,1,0,0,0,1
"276","Male","Black",2014,6,"Assault",0,4,2,0,1,0,2,3,5
"277","Male","Hispanic",2014,6,"Assault",0,1,1,0,0,0,0,0,1
"278","Male","Black",2015,6,"Assault",0,0,0,0,0,0,0,1,2
"279","Male","White",2015,6,"Assault",0,0,0,0,0,0,0,0,1
"280","Male","Black",2016,6,"Assault",0,1,1,0,1,0,0,1,1
"281","Female","Hispanic",2016,6,"Assault",0,0,0,0,0,0,0,0,1
"282","Male","Hispanic",2016,6,"Assault",0,0,0,0,0,0,0,0,1
"283","Female","White",2016,6,"Assault",0,0,0,0,0,0,0,0,1
"284","Male","White",2016,6,"Assault",0,1,0,0,1,0,0,0,1
"285","Male","Black",2017,6,"Assault",2,2,2,0,0,0,0,0,10
"286","Male","Hispanic",2017,6,"Assault",0,0,0,0,0,0,0,0,2
"287","Male","White",2017,6,"Assault",1,1,0,0,0,0,0,0,2
"288","Male","Asian",2018,6,"Assault",2,0,1,0,1,0,0,0,2
"289","Male","Black",2018,6,"Assault",3,3,3,0,2,0,0,0,9
"290","Male","Hispanic",2018,6,"Assault",0,1,0,0,1,0,0,0,1
"291","Female","White",2018,6,"Assault",1,1,1,0,0,0,0,0,1
"292","Male","White",2018,6,"Assault",0,1,0,0,0,0,0,0,1
"293","Male","Asian",2005,7,"Assault",0,0,0,0,0,0,0,0,1
"294","Male","Black",2005,7,"Assault",0,2,0,0,0,0,0,1,3
"295","Female","Hispanic",2005,7,"Assault",0,1,0,0,0,0,0,0,1
"296","Male","Hispanic",2005,7,"Assault",1,2,1,0,0,0,0,1,3
"297","Male","White",2005,7,"Assault",0,1,0,0,0,0,0,0,3
"298","Female","Asian",2007,7,"Assault",0,1,1,0,1,0,0,0,2
"299","Male","Asian",2007,7,"Assault",0,6,1,0,0,0,0,7,20
"300","Unknown","Asian",2007,7,"Assault",0,1,0,0,0,0,0,0,1
"301","Female","Black",2007,7,"Assault",0,2,0,0,1,0,0,0,11
"302","Male","Black",2007,7,"Assault",10,37,8,0,8,0,1,17,57
"303","Female","Hispanic",2007,7,"Assault",0,1,0,0,0,0,0,0,1
"304","Male","Hispanic",2007,7,"Assault",6,50,9,0,2,0,0,24,89
"305","Unknown","Hispanic",2007,7,"Assault",0,2,1,0,0,0,0,0,2
"306","Male","Native",2007,7,"Assault",0,1,0,0,0,0,0,1,2
"307","Male","Other",2007,7,"Assault",2,3,2,0,1,0,0,1,6
"308","Unknown","Other",2007,7,"Assault",0,1,0,0,0,0,0,0,2
"309","Female","White",2007,7,"Assault",1,2,1,0,1,0,0,0,3
"310","Male","White",2007,7,"Assault",6,6,2,0,2,0,0,3,19
"311","Male","Asian",2008,7,"Assault",0,7,0,0,0,0,0,1,11
"312","Female","Black",2008,7,"Assault",1,3,1,0,2,0,0,3,11
"313","Male","Black",2008,7,"Assault",9,45,2,0,7,0,0,21,73
"314","Unknown","Black",2008,7,"Assault",0,1,0,0,0,0,0,0,1
"315","Female","Hispanic",2008,7,"Assault",1,6,1,0,0,0,0,1,11
"316","Male","Hispanic",2008,7,"Assault",6,61,8,0,6,0,1,33,122
"317","Unknown","Hispanic",2008,7,"Assault",0,0,0,0,0,0,0,0,1
"318","Female","Native",2008,7,"Assault",0,0,0,0,0,0,0,0,1
"319","Male","Native",2008,7,"Assault",0,0,0,0,0,0,0,0,1
"320","Female","Other",2008,7,"Assault",0,0,0,0,0,0,0,0,1
"321","Male","Other",2008,7,"Assault",1,2,0,0,0,0,0,1,8
"322","Unknown","Other",2008,7,"Assault",0,6,1,0,1,0,0,1,8
"323","Female","White",2008,7,"Assault",1,1,1,0,0,0,0,1,7
"324","Male","White",2008,7,"Assault",4,9,1,0,3,0,1,14,37
"325","Female","Asian",2009,7,"Assault",0,1,0,0,0,0,1,1,2
"326","Male","Asian",2009,7,"Assault",0,9,2,0,1,0,0,5,12
"327","Female","Black",2009,7,"Assault",2,2,0,0,1,0,0,0,5
"328","Male","Black",2009,7,"Assault",6,44,4,0,6,0,5,29,69
"329","Unknown","Black",2009,7,"Assault",0,1,0,0,1,0,0,0,1
"330","Female","Hispanic",2009,7,"Assault",2,5,2,0,2,0,0,2,13
"331","Male","Hispanic",2009,7,"Assault",7,51,6,0,8,0,4,22,82
"332","Unknown","Hispanic",2009,7,"Assault",0,1,0,0,0,0,0,0,1
"333","Male","Native",2009,7,"Assault",0,0,0,0,0,0,0,0,1
"334","Male","Other",2009,7,"Assault",1,1,1,0,0,0,0,0,3
"335","Unknown","Other",2009,7,"Assault",1,1,0,0,0,0,0,1,2
"336","Female","White",2009,7,"Assault",0,2,0,0,1,0,0,3,6
"337","Male","White",2009,7,"Assault",3,11,2,1,4,2,0,7,20
"338","Female","Asian",2010,7,"Assault",0,1,0,0,1,0,0,0,1
"339","Male","Asian",2010,7,"Assault",3,9,3,0,2,0,0,5,12
"340","Female","Black",2010,7,"Assault",0,2,0,0,1,0,0,2,5
"341","Male","Black",2010,7,"Assault",6,62,12,0,14,0,4,40,80
"342","Female","Hispanic",2010,7,"Assault",0,6,0,0,0,0,0,2,7
"343","Male","Hispanic",2010,7,"Assault",8,74,14,0,16,0,2,32,96
"344","Unknown","Hispanic",2010,7,"Assault",0,1,0,0,0,0,0,1,1
"345","Female","Other",2010,7,"Assault",0,0,0,0,0,0,0,0,1
"346","Male","Other",2010,7,"Assault",0,13,1,0,3,0,0,5,15
"347","Unknown","Other",2010,7,"Assault",2,3,2,0,0,0,0,2,3
"348","Female","White",2010,7,"Assault",0,0,0,0,1,0,0,0,2
"349","Male","White",2010,7,"Assault",5,14,4,0,5,0,0,10,33
"350","Female","Asian",2011,7,"Assault",0,0,0,0,0,0,0,1,1
"351","Male","Asian",2011,7,"Assault",3,8,2,0,2,0,0,5,11
"352","Female","Black",2011,7,"Assault",1,1,1,0,0,0,0,0,4
"353","Male","Black",2011,7,"Assault",13,51,10,0,12,0,2,17,73
"354","Female","Hispanic",2011,7,"Assault",3,3,3,0,0,0,0,1,8
"355","Male","Hispanic",2011,7,"Assault",11,50,11,0,12,0,0,18,94
"356","Unknown","Hispanic",2011,7,"Assault",0,1,0,0,0,0,0,0,1
"357","Male","Native",2011,7,"Assault",0,1,0,0,0,0,0,0,1
"358","Male","Other",2011,7,"Assault",0,4,0,0,0,0,0,3,10
"359","Unknown","Other",2011,7,"Assault",1,1,1,0,0,0,0,1,2
"360","Female","White",2011,7,"Assault",1,1,1,0,1,0,0,0,3
"361","Male","White",2011,7,"Assault",2,17,3,0,1,0,0,4,26
"362","Female","Asian",2012,7,"Assault",0,0,0,0,0,0,0,0,1
"363","Male","Asian",2012,7,"Assault",0,2,0,0,0,0,0,0,3
"364","Female","Black",2012,7,"Assault",0,1,0,0,0,0,0,0,2
"365","Male","Black",2012,7,"Assault",7,64,7,0,6,0,1,14,94
"366","Unknown","Black",2012,7,"Assault",0,0,0,0,0,0,0,0,1
"367","Female","Hispanic",2012,7,"Assault",3,1,0,0,0,0,0,2,3
