"","Precinct","Population","Area","White","Black","Native","AsPac","Hisp","Year","AsPacA","BlackA","HispA","NativeA","WhiteA","TotalA"
"1",1,66679,1.6222942931026,47231,1982,57,10543,4676,2005,0,1,0,0,0,1
"2",1,66679,1.6222942931026,47231,1982,57,10543,4676,2006,0,35,10,0,1,46
"3",1,66679,1.6222942931026,47231,1982,57,10543,4676,2007,5,78,21,1,11,117
"4",1,66679,1.6222942931026,47231,1982,57,10543,4676,2008,4,156,39,0,20,221
"5",1,66679,1.6222942931026,47231,1982,57,10543,4676,2009,10,163,45,1,15,238
"6",1,66679,1.6222942931026,47231,1982,57,10543,4676,2010,12,156,56,2,33,260
"7",1,66679,1.6222942931026,47231,1982,57,10543,4676,2011,6,135,45,1,27,215
"8",1,66679,1.6222942931026,47231,1982,57,10543,4676,2012,4,129,30,0,26,189
"9",1,66679,1.6222942931026,47231,1982,57,10543,4676,2013,7,43,21,0,22,93
"10",1,66679,1.6222942931026,47231,1982,57,10543,4676,2014,0,9,2,0,0,11
"11",1,66679,1.6222942931026,47231,1982,57,10543,4676,2015,0,4,0,0,0,4
"12",1,66679,1.6222942931026,47231,1982,57,10543,4676,2016,0,4,0,1,2,7
"13",1,66679,1.6222942931026,47231,1982,57,10543,4676,2017,0,2,3,0,1,6
"14",1,66679,1.6222942931026,47231,1982,57,10543,4676,2018,0,16,6,0,4,26
"15",5,52568,0.621884421912021,10739,2299,33,32721,5910,2005,0,7,7,0,2,16
"16",5,52568,0.621884421912021,10739,2299,33,32721,5910,2006,27,123,104,1,43,309
"17",5,52568,0.621884421912021,10739,2299,33,32721,5910,2007,28,97,85,4,32,258
"18",5,52568,0.621884421912021,10739,2299,33,32721,5910,2008,44,113,84,0,27,286
"19",5,52568,0.621884421912021,10739,2299,33,32721,5910,2009,22,91,77,0,25,234
"20",5,52568,0.621884421912021,10739,2299,33,32721,5910,2010,54,127,117,0,28,340
"21",5,52568,0.621884421912021,10739,2299,33,32721,5910,2011,36,148,125,1,44,372
"22",5,52568,0.621884421912021,10739,2299,33,32721,5910,2012,39,120,82,1,34,304
"23",5,52568,0.621884421912021,10739,2299,33,32721,5910,2013,10,49,45,0,13,122
"24",5,52568,0.621884421912021,10739,2299,33,32721,5910,2014,0,30,22,0,7,60
"25",5,52568,0.621884421912021,10739,2299,33,32721,5910,2015,0,15,10,0,2,27
"26",5,52568,0.621884421912021,10739,2299,33,32721,5910,2016,3,9,10,0,1,24
"27",5,52568,0.621884421912021,10739,2299,33,32721,5910,2017,7,14,25,0,4,50
"28",5,52568,0.621884421912021,10739,2299,33,32721,5910,2018,0,12,8,0,2,22
"29",6,62226,0.760844327786797,50468,1214,47,5003,3781,2005,0,0,0,0,0,0
"30",6,62226,0.760844327786797,50468,1214,47,5003,3781,2006,2,65,33,0,37,139
"31",6,62226,0.760844327786797,50468,1214,47,5003,3781,2007,3,110,26,0,50,193
"32",6,62226,0.760844327786797,50468,1214,47,5003,3781,2008,9,117,40,0,45,216
"33",6,62226,0.760844327786797,50468,1214,47,5003,3781,2009,6,79,39,1,34,163
"34",6,62226,0.760844327786797,50468,1214,47,5003,3781,2010,5,135,54,0,65,265
"35",6,62226,0.760844327786797,50468,1214,47,5003,3781,2011,7,123,39,0,46,222
"36",6,62226,0.760844327786797,50468,1214,47,5003,3781,2012,2,112,46,0,37,200
"37",6,62226,0.760844327786797,50468,1214,47,5003,3781,2013,2,49,23,0,25,103
"38",6,62226,0.760844327786797,50468,1214,47,5003,3781,2014,0,10,2,0,0,12
"39",6,62226,0.760844327786797,50468,1214,47,5003,3781,2015,0,3,0,0,0,3
"40",6,62226,0.760844327786797,50468,1214,47,5003,3781,2016,0,6,4,0,1,11
"41",6,62226,0.760844327786797,50468,1214,47,5003,3781,2017,0,11,2,0,3,16
"42",6,62226,0.760844327786797,50468,1214,47,5003,3781,2018,3,32,14,0,12,61
"43",7,56355,0.631324045885591,13479,4578,95,19202,17976,2005,0,10,11,0,6,27
"44",7,56355,0.631324045885591,13479,4578,95,19202,17976,2006,16,139,190,0,96,459
"45",7,56355,0.631324045885591,13479,4578,95,19202,17976,2007,20,195,261,1,105,598
"46",7,56355,0.631324045885591,13479,4578,95,19202,17976,2008,19,140,165,1,80,414
"47",7,56355,0.631324045885591,13479,4578,95,19202,17976,2009,20,105,159,3,67,365
"48",7,56355,0.631324045885591,13479,4578,95,19202,17976,2010,15,125,192,0,53,418
"49",7,56355,0.631324045885591,13479,4578,95,19202,17976,2011,18,151,235,0,71,494
"50",7,56355,0.631324045885591,13479,4578,95,19202,17976,2012,11,129,169,1,55,382
"51",7,56355,0.631324045885591,13479,4578,95,19202,17976,2013,10,82,91,0,19,207
"52",7,56355,0.631324045885591,13479,4578,95,19202,17976,2014,1,30,48,1,5,88
"53",7,56355,0.631324045885591,13479,4578,95,19202,17976,2015,0,6,20,0,3,29
"54",7,56355,0.631324045885591,13479,4578,95,19202,17976,2016,1,8,9,0,3,21
"55",7,56355,0.631324045885591,13479,4578,95,19202,17976,2017,0,28,17,0,6,52
"56",7,56355,0.631324045885591,13479,4578,95,19202,17976,2018,2,11,21,0,3,37
"57",9,76443,0.735654188786664,39560,5466,127,10859,18291,2005,0,11,13,0,0,25
"58",9,76443,0.735654188786664,39560,5466,127,10859,18291,2006,8,158,168,0,70,415
"59",9,76443,0.735654188786664,39560,5466,127,10859,18291,2007,6,142,216,0,131,504
"60",9,76443,0.735654188786664,39560,5466,127,10859,18291,2008,13,145,214,1,123,506
"61",9,76443,0.735654188786664,39560,5466,127,10859,18291,2009,13,173,252,0,112,565
"62",9,76443,0.735654188786664,39560,5466,127,10859,18291,2010,14,252,267,1,180,748
"63",9,76443,0.735654188786664,39560,5466,127,10859,18291,2011,32,259,307,1,252,895
"64",9,76443,0.735654188786664,39560,5466,127,10859,18291,2012,37,287,386,1,266,1008
"65",9,76443,0.735654188786664,39560,5466,127,10859,18291,2013,15,183,207,0,158,571
"66",9,76443,0.735654188786664,39560,5466,127,10859,18291,2014,17,84,100,0,74,291
"67",9,76443,0.735654188786664,39560,5466,127,10859,18291,2015,6,29,52,0,7,94
"68",9,76443,0.735654188786664,39560,5466,127,10859,18291,2016,0,15,15,0,2,32
"69",9,76443,0.735654188786664,39560,5466,127,10859,18291,2017,0,31,38,0,9,79
"70",9,76443,0.735654188786664,39560,5466,127,10859,18291,2018,1,18,14,0,4,37
"71",10,50180,0.93621711258156,30799,3518,71,5616,8821,2005,0,10,5,0,4,19
"72",10,50180,0.93621711258156,30799,3518,71,5616,8821,2006,3,121,79,1,52,257
"73",10,50180,0.93621711258156,30799,3518,71,5616,8821,2007,2,121,83,1,55,265
"74",10,50180,0.93621711258156,30799,3518,71,5616,8821,2008,8,146,105,1,68,333
"75",10,50180,0.93621711258156,30799,3518,71,5616,8821,2009,7,145,76,3,50,289
"76",10,50180,0.93621711258156,30799,3518,71,5616,8821,2010,18,146,83,1,81,343
"77",10,50180,0.93621711258156,30799,3518,71,5616,8821,2011,8,142,89,1,59,309
"78",10,50180,0.93621711258156,30799,3518,71,5616,8821,2012,3,143,70,3,45,277
"79",10,50180,0.93621711258156,30799,3518,71,5616,8821,2013,5,92,57,0,37,194
"80",10,50180,0.93621711258156,30799,3518,71,5616,8821,2014,0,24,17,0,4,45
"81",10,50180,0.93621711258156,30799,3518,71,5616,8821,2015,0,4,2,0,3,9
"82",10,50180,0.93621711258156,30799,3518,71,5616,8821,2016,0,8,5,0,2,17
"83",10,50180,0.93621711258156,30799,3518,71,5616,8821,2017,2,12,10,0,2,27
"84",10,50180,0.93621711258156,30799,3518,71,5616,8821,2018,1,23,5,0,3,32
"85",13,93640,1.01452784781355,65354,4369,100,12816,8565,2005,0,2,0,0,0,3
"86",13,93640,1.01452784781355,65354,4369,100,12816,8565,2006,11,140,89,0,28,274
"87",13,93640,1.01452784781355,65354,4369,100,12816,8565,2007,11,160,113,1,55,349
"88",13,93640,1.01452784781355,65354,4369,100,12816,8565,2008,8,178,135,0,69,400
"89",13,93640,1.01452784781355,65354,4369,100,12816,8565,2009,13,163,105,0,51,346
"90",13,93640,1.01452784781355,65354,4369,100,12816,8565,2010,9,152,95,3,60,335
"91",13,93640,1.01452784781355,65354,4369,100,12816,8565,2011,18,216,173,1,112,541
"92",13,93640,1.01452784781355,65354,4369,100,12816,8565,2012,13,217,149,1,85,473
"93",13,93640,1.01452784781355,65354,4369,100,12816,8565,2013,6,136,109,3,57,316
"94",13,93640,1.01452784781355,65354,4369,100,12816,8565,2014,6,65,50,0,67,190
"95",13,93640,1.01452784781355,65354,4369,100,12816,8565,2015,7,57,28,0,27,119
"96",13,93640,1.01452784781355,65354,4369,100,12816,8565,2016,1,8,6,0,15,31
"97",13,93640,1.01452784781355,65354,4369,100,12816,8565,2017,0,43,37,0,18,98
"98",13,93640,1.01452784781355,65354,4369,100,12816,8565,2018,3,35,26,1,9,74
"99",14,20651,0.704720750110296,11605,1353,34,4944,2198,2005,0,3,0,0,0,3
"100",14,20651,0.704720750110296,11605,1353,34,4944,2198,2006,5,245,120,2,47,430
"101",14,20651,0.704720750110296,11605,1353,34,4944,2198,2007,13,305,163,0,51,547
"102",14,20651,0.704720750110296,11605,1353,34,4944,2198,2008,17,317,238,2,57,652
"103",14,20651,0.704720750110296,11605,1353,34,4944,2198,2009,24,344,169,3,47,608
"104",14,20651,0.704720750110296,11605,1353,34,4944,2198,2010,21,479,222,4,106,862
"105",14,20651,0.704720750110296,11605,1353,34,4944,2198,2011,20,403,160,1,95,700
"106",14,20651,0.704720750110296,11605,1353,34,4944,2198,2012,19,269,119,1,60,480
"107",14,20651,0.704720750110296,11605,1353,34,4944,2198,2013,4,100,81,0,30,215
"108",14,20651,0.704720750110296,11605,1353,34,4944,2198,2014,2,48,25,0,24,99
"109",14,20651,0.704720750110296,11605,1353,34,4944,2198,2015,1,27,20,0,6,55
"110",14,20651,0.704720750110296,11605,1353,34,4944,2198,2016,2,14,5,0,3,24
"111",14,20651,0.704720750110296,11605,1353,34,4944,2198,2017,0,7,6,0,4,17
"112",14,20651,0.704720750110296,11605,1353,34,4944,2198,2018,0,20,3,0,3,26
"113",17,79126,0.765702247231728,60226,1583,44,11073,4595,2005,0,1,1,0,0,2
"114",17,79126,0.765702247231728,60226,1583,44,11073,4595,2006,3,41,24,0,30,101
"115",17,79126,0.765702247231728,60226,1583,44,11073,4595,2007,4,39,37,0,25,107
"116",17,79126,0.765702247231728,60226,1583,44,11073,4595,2008,4,51,33,0,13,104
"117",17,79126,0.765702247231728,60226,1583,44,11073,4595,2009,5,31,23,0,17,78
"118",17,79126,0.765702247231728,60226,1583,44,11073,4595,2010,8,32,25,1,11,80
"119",17,79126,0.765702247231728,60226,1583,44,11073,4595,2011,6,43,37,0,15,106
"120",17,79126,0.765702247231728,60226,1583,44,11073,4595,2012,4,45,25,0,28,112
"121",17,79126,0.765702247231728,60226,1583,44,11073,4595,2013,0,26,24,0,10,61
"122",17,79126,0.765702247231728,60226,1583,44,11073,4595,2014,1,10,9,0,6,26
"123",17,79126,0.765702247231728,60226,1583,44,11073,4595,2015,2,7,7,0,5,21
"124",17,79126,0.765702247231728,60226,1583,44,11073,4595,2016,0,4,3,0,1,8
"125",17,79126,0.765702247231728,60226,1583,44,11073,4595,2017,1,9,4,0,1,15
"126",17,79126,0.765702247231728,60226,1583,44,11073,4595,2018,1,7,2,0,4,15
"127",18,54066,1.11030410094159,32682,2637,68,8414,8883,2005,0,0,0,0,0,0
"128",18,54066,1.11030410094159,32682,2637,68,8414,8883,2006,7,71,40,0,47,174
"129",18,54066,1.11030410094159,32682,2637,68,8414,8883,2007,4,124,54,1,41,230
"130",18,54066,1.11030410094159,32682,2637,68,8414,8883,2008,5,116,56,0,29,216
"131",18,54066,1.11030410094159,32682,2637,68,8414,8883,2009,7,91,50,0,20,174
"132",18,54066,1.11030410094159,32682,2637,68,8414,8883,2010,4,137,85,1,24,263
"133",18,54066,1.11030410094159,32682,2637,68,8414,8883,2011,8,159,72,1,82,324
"134",18,54066,1.11030410094159,32682,2637,68,8414,8883,2012,7,164,69,0,40,287
"135",18,54066,1.11030410094159,32682,2637,68,8414,8883,2013,3,72,24,1,15,118
"136",18,54066,1.11030410094159,32682,2637,68,8414,8883,2014,2,3,0,0,2,7
"137",18,54066,1.11030410094159,32682,2637,68,8414,8883,2015,0,9,1,0,1,11
"138",18,54066,1.11030410094159,32682,2637,68,8414,8883,2016,1,9,4,0,2,16
"139",18,54066,1.11030410094159,32682,2637,68,8414,8883,2017,0,7,10,0,4,21
"140",18,54066,1.11030410094159,32682,2637,68,8414,8883,2018,1,10,7,0,2,20
"141",19,208259,1.67569675641259,168711,4817,116,16775,13827,2005,0,0,0,0,0,0
"142",19,208259,1.67569675641259,168711,4817,116,16775,13827,2006,11,155,128,0,109,409
"143",19,208259,1.67569675641259,168711,4817,116,16775,13827,2007,25,245,225,3,168,706
"144",19,208259,1.67569675641259,168711,4817,116,16775,13827,2008,22,200,159,2,144,554
"145",19,208259,1.67569675641259,168711,4817,116,16775,13827,2009,13,202,138,0,77,437
"146",19,208259,1.67569675641259,168711,4817,116,16775,13827,2010,21,270,125,1,127,565
"147",19,208259,1.67569675641259,168711,4817,116,16775,13827,2011,21,252,209,5,124,642
"148",19,208259,1.67569675641259,168711,4817,116,16775,13827,2012,21,295,159,0,96,586
"149",19,208259,1.67569675641259,168711,4817,116,16775,13827,2013,5,171,88,1,67,334
"150",19,208259,1.67569675641259,168711,4817,116,16775,13827,2014,4,69,41,0,18,134
"151",19,208259,1.67569675641259,168711,4817,116,16775,13827,2015,1,54,43,1,11,110
"152",19,208259,1.67569675641259,168711,4817,116,16775,13827,2016,0,22,11,0,5,39
"153",19,208259,1.67569675641259,168711,4817,116,16775,13827,2017,0,21,8,0,8,37
"154",19,208259,1.67569675641259,168711,4817,116,16775,13827,2018,3,45,25,0,14,87
"155",20,102624,0.951368191250314,78880,3855,87,8983,8609,2005,0,2,0,0,1,3
"156",20,102624,0.951368191250314,78880,3855,87,8983,8609,2006,5,72,40,0,38,166
"157",20,102624,0.951368191250314,78880,3855,87,8983,8609,2007,9,119,65,1,95,312
"158",20,102624,0.951368191250314,78880,3855,87,8983,8609,2008,10,134,77,1,65,300
"159",20,102624,0.951368191250314,78880,3855,87,8983,8609,2009,10,240,118,0,92,472
"160",20,102624,0.951368191250314,78880,3855,87,8983,8609,2010,8,246,153,0,87,499
"161",20,102624,0.951368191250314,78880,3855,87,8983,8609,2011,20,175,132,2,83,417
"162",20,102624,0.951368191250314,78880,3855,87,8983,8609,2012,11,147,92,1,79,335
"163",20,102624,0.951368191250314,78880,3855,87,8983,8609,2013,6,66,55,1,29,158
"164",20,102624,0.951368191250314,78880,3855,87,8983,8609,2014,0,21,17,0,14,53
"165",20,102624,0.951368191250314,78880,3855,87,8983,8609,2015,1,15,10,0,2,28
"166",20,102624,0.951368191250314,78880,3855,87,8983,8609,2016,0,2,1,0,0,3
"167",20,102624,0.951368191250314,78880,3855,87,8983,8609,2017,0,12,2,0,5,19
"168",20,102624,0.951368191250314,78880,3855,87,8983,8609,2018,0,22,10,0,5,38
"169",22,25,1.31700001296531,2,16,0,0,6,2006,0,8,2,0,2,12
"170",22,25,1.31700001296531,2,16,0,0,6,2007,0,10,11,0,2,23
"171",22,25,1.31700001296531,2,16,0,0,6,2008,2,18,6,0,7,33
"172",22,25,1.31700001296531,2,16,0,0,6,2009,0,12,9,0,6,27
"173",22,25,1.31700001296531,2,16,0,0,6,2010,0,19,14,0,6,39
"174",22,25,1.31700001296531,2,16,0,0,6,2011,2,20,17,0,13,53
"175",22,25,1.31700001296531,2,16,0,0,6,2012,2,5,14,0,5,26
"176",22,25,1.31700001296531,2,16,0,0,6,2013,0,9,4,0,3,16
"177",22,25,1.31700001296531,2,16,0,0,6,2014,1,5,1,0,0,7
"178",22,25,1.31700001296531,2,16,0,0,6,2015,0,1,3,0,0,4
"179",22,25,1.31700001296531,2,16,0,0,6,2016,0,0,1,0,0,1
"180",22,25,1.31700001296531,2,16,0,0,6,2017,0,0,2,0,0,2
"181",22,25,1.31700001296531,2,16,0,0,6,2018,0,4,0,0,0,4
"182",23,73106,0.738059403830719,10864,18582,131,5486,36656,2005,0,13,14,0,1,28
"183",23,73106,0.738059403830719,10864,18582,131,5486,36656,2006,0,323,265,0,23,623
"184",23,73106,0.738059403830719,10864,18582,131,5486,36656,2007,1,421,377,1,41,896
"185",23,73106,0.738059403830719,10864,18582,131,5486,36656,2008,8,593,461,3,48,1134
"186",23,73106,0.738059403830719,10864,18582,131,5486,36656,2009,11,739,571,2,55,1442
"187",23,73106,0.738059403830719,10864,18582,131,5486,36656,2010,9,699,669,7,39,1466
"188",23,73106,0.738059403830719,10864,18582,131,5486,36656,2011,11,530,363,0,26,951
"189",23,73106,0.738059403830719,10864,18582,131,5486,36656,2012,10,282,206,1,20,528
"190",23,73106,0.738059403830719,10864,18582,131,5486,36656,2013,4,161,117,0,15,307
"191",23,73106,0.738059403830719,10864,18582,131,5486,36656,2014,1,99,95,0,11,221
"192",23,73106,0.738059403830719,10864,18582,131,5486,36656,2015,2,22,15,0,2,41
"193",23,73106,0.738059403830719,10864,18582,131,5486,36656,2016,1,51,25,0,2,81
"194",23,73106,0.738059403830719,10864,18582,131,5486,36656,2017,0,63,44,0,5,113
"195",23,73106,0.738059403830719,10864,18582,131,5486,36656,2018,0,39,39,0,2,80
"196",24,106460,0.876015252480154,61970,11979,134,7005,22738,2005,0,1,0,0,0,1
"197",24,106460,0.876015252480154,61970,11979,134,7005,22738,2006,1,101,79,2,19,212
"198",24,106460,0.876015252480154,61970,11979,134,7005,22738,2007,3,212,132,2,40,400
"199",24,106460,0.876015252480154,61970,11979,134,7005,22738,2008,2,208,120,0,23,366
"200",24,106460,0.876015252480154,61970,11979,134,7005,22738,2009,0,233,127,0,28,396
"201",24,106460,0.876015252480154,61970,11979,134,7005,22738,2010,9,310,154,0,55,556
"202",24,106460,0.876015252480154,61970,11979,134,7005,22738,2011,12,298,186,2,60,565
"203",24,106460,0.876015252480154,61970,11979,134,7005,22738,2012,5,193,160,1,46,410
"204",24,106460,0.876015252480154,61970,11979,134,7005,22738,2013,1,80,56,0,6,148
"205",24,106460,0.876015252480154,61970,11979,134,7005,22738,2014,0,33,25,0,4,63
"206",24,106460,0.876015252480154,61970,11979,134,7005,22738,2015,0,24,7,0,5,39
"207",24,106460,0.876015252480154,61970,11979,134,7005,22738,2016,0,14,10,0,2,26
"208",24,106460,0.876015252480154,61970,11979,134,7005,22738,2017,0,24,23,0,1,48
"209",24,106460,0.876015252480154,61970,11979,134,7005,22738,2018,0,48,25,0,7,80
"210",25,47405,1.54012614966339,3578,19008,114,1232,22634,2005,0,15,14,0,2,31
"211",25,47405,1.54012614966339,3578,19008,114,1232,22634,2006,2,339,166,1,16,539
"212",25,47405,1.54012614966339,3578,19008,114,1232,22634,2007,3,686,294,1,26,1041
"213",25,47405,1.54012614966339,3578,19008,114,1232,22634,2008,13,829,415,5,33,1348
"214",25,47405,1.54012614966339,3578,19008,114,1232,22634,2009,5,753,297,0,42,1137
"215",25,47405,1.54012614966339,3578,19008,114,1232,22634,2010,12,845,396,3,55,1343
"216",25,47405,1.54012614966339,3578,19008,114,1232,22634,2011,9,529,241,2,31,835
"217",25,47405,1.54012614966339,3578,19008,114,1232,22634,2012,4,425,186,2,24,658
"218",25,47405,1.54012614966339,3578,19008,114,1232,22634,2013,1,220,106,0,14,359
"219",25,47405,1.54012614966339,3578,19008,114,1232,22634,2014,0,202,68,0,12,303
"220",25,47405,1.54012614966339,3578,19008,114,1232,22634,2015,3,80,29,0,6,127
"221",25,47405,1.54012614966339,3578,19008,114,1232,22634,2016,0,41,12,0,2,55
"222",25,47405,1.54012614966339,3578,19008,114,1232,22634,2017,0,44,19,0,1,64
"223",25,47405,1.54012614966339,3578,19008,114,1232,22634,2018,0,26,13,0,4,44
"224",26,49508,0.819519702244048,19207,10158,113,6186,12277,2005,0,0,0,0,0,0
"225",26,49508,0.819519702244048,19207,10158,113,6186,12277,2006,0,134,38,1,8,183
"226",26,49508,0.819519702244048,19207,10158,113,6186,12277,2007,1,157,48,0,9,222
"227",26,49508,0.819519702244048,19207,10158,113,6186,12277,2008,3,203,84,1,6,304
"228",26,49508,0.819519702244048,19207,10158,113,6186,12277,2009,3,274,95,0,8,390
"229",26,49508,0.819519702244048,19207,10158,113,6186,12277,2010,4,335,116,0,14,476
"230",26,49508,0.819519702244048,19207,10158,113,6186,12277,2011,3,320,142,0,18,498
"231",26,49508,0.819519702244048,19207,10158,113,6186,12277,2012,1,310,103,1,14,443
"232",26,49508,0.819519702244048,19207,10158,113,6186,12277,2013,4,119,36,0,3,170
"233",26,49508,0.819519702244048,19207,10158,113,6186,12277,2014,0,40,20,1,1,66
"234",26,49508,0.819519702244048,19207,10158,113,6186,12277,2015,0,16,5,0,2,25
"235",26,49508,0.819519702244048,19207,10158,113,6186,12277,2016,0,13,4,0,0,17
"236",26,49508,0.819519702244048,19207,10158,113,6186,12277,2017,0,19,12,0,1,32
"237",26,49508,0.819519702244048,19207,10158,113,6186,12277,2018,0,29,11,0,6,46
"238",28,44781,0.525588510221797,7227,25067,114,1597,9393,2005,0,6,1,0,0,7
"239",28,44781,0.525588510221797,7227,25067,114,1597,9393,2006,0,297,45,1,15,370
"240",28,44781,0.525588510221797,7227,25067,114,1597,9393,2007,1,389,38,0,16,458
"241",28,44781,0.525588510221797,7227,25067,114,1597,9393,2008,5,501,71,1,15,600
"242",28,44781,0.525588510221797,7227,25067,114,1597,9393,2009,1,428,56,0,14,511
"243",28,44781,0.525588510221797,7227,25067,114,1597,9393,2010,6,516,90,2,18,639
"244",28,44781,0.525588510221797,7227,25067,114,1597,9393,2011,5,420,66,0,14,511
"245",28,44781,0.525588510221797,7227,25067,114,1597,9393,2012,2,232,49,0,11,296
"246",28,44781,0.525588510221797,7227,25067,114,1597,9393,2013,1,86,22,0,3,115
"247",28,44781,0.525588510221797,7227,25067,114,1597,9393,2014,0,35,6,0,0,44
"248",28,44781,0.525588510221797,7227,25067,114,1597,9393,2015,0,12,3,0,0,16
"249",28,44781,0.525588510221797,7227,25067,114,1597,9393,2016,0,27,3,0,0,30
"250",28,44781,0.525588510221797,7227,25067,114,1597,9393,2017,0,41,7,0,5,54
"251",28,44781,0.525588510221797,7227,25067,114,1597,9393,2018,0,19,5,0,1,25
"252",30,60685,0.647671581117827,6178,16951,161,1388,34825,2005,0,3,4,0,0,8
"253",30,60685,0.647671581117827,6178,16951,161,1388,34825,2006,0,63,37,0,3,114
"254",30,60685,0.647671581117827,6178,16951,161,1388,34825,2007,0,161,126,0,11,325
"255",30,60685,0.647671581117827,6178,16951,161,1388,34825,2008,2,143,130,1,5,295
"256",30,60685,0.647671581117827,6178,16951,161,1388,34825,2009,4,280,189,2,14,500
"257",30,60685,0.647671581117827,6178,16951,161,1388,34825,2010,1,233,205,0,9,481
"258",30,60685,0.647671581117827,6178,16951,161,1388,34825,2011,4,331,330,7,19,706
"259",30,60685,0.647671581117827,6178,16951,161,1388,34825,2012,12,324,257,0,23,621
"260",30,60685,0.647671581117827,6178,16951,161,1388,34825,2013,4,165,117,0,6,298
"261",30,60685,0.647671581117827,6178,16951,161,1388,34825,2014,0,26,25,0,4,60
"262",30,60685,0.647671581117827,6178,16951,161,1388,34825,2015,0,11,9,0,0,20
"263",30,60685,0.647671581117827,6178,16951,161,1388,34825,2016,0,11,7,0,1,19
"264",30,60685,0.647671581117827,6178,16951,161,1388,34825,2017,0,11,10,0,0,21
"265",30,60685,0.647671581117827,6178,16951,161,1388,34825,2018,0,8,12,0,0,20
"266",32,70942,0.791060880920724,3823,47791,242,1236,16299,2005,0,1,1,0,0,2
"267",32,70942,0.791060880920724,3823,47791,242,1236,16299,2006,0,391,59,0,7,471
"268",32,70942,0.791060880920724,3823,47791,242,1236,16299,2007,0,589,75,1,14,694
"269",32,70942,0.791060880920724,3823,47791,242,1236,16299,2008,6,874,103,2,12,1014
"270",32,70942,0.791060880920724,3823,47791,242,1236,16299,2009,7,834,98,0,14,970
"271",32,70942,0.791060880920724,3823,47791,242,1236,16299,2010,7,924,114,1,20,1075
"272",32,70942,0.791060880920724,3823,47791,242,1236,16299,2011,11,1034,101,0,26,1193
"273",32,70942,0.791060880920724,3823,47791,242,1236,16299,2012,8,679,103,0,15,821
"274",32,70942,0.791060880920724,3823,47791,242,1236,16299,2013,0,249,45,0,8,309
"275",32,70942,0.791060880920724,3823,47791,242,1236,16299,2014,2,102,20,0,3,128
"276",32,70942,0.791060880920724,3823,47791,242,1236,16299,2015,0,62,14,1,1,81
"277",32,70942,0.791060880920724,3823,47791,242,1236,16299,2016,1,46,14,0,1,64
"278",32,70942,0.791060880920724,3823,47791,242,1236,16299,2017,0,68,13,0,0,82
"279",32,70942,0.791060880920724,3823,47791,242,1236,16299,2018,0,33,12,0,4,49
"280",33,77645,0.889257183939266,8151,8661,113,2131,57530,2005,0,0,0,0,0,0
"281",33,77645,0.889257183939266,8151,8661,113,2131,57530,2006,0,62,71,1,8,149
"282",33,77645,0.889257183939266,8151,8661,113,2131,57530,2007,2,62,161,1,16,254
"283",33,77645,0.889257183939266,8151,8661,113,2131,57530,2008,2,129,268,2,14,420
"284",33,77645,0.889257183939266,8151,8661,113,2131,57530,2009,6,138,283,2,31,473
"285",33,77645,0.889257183939266,8151,8661,113,2131,57530,2010,1,105,223,0,21,355
"286",33,77645,0.889257183939266,8151,8661,113,2131,57530,2011,4,92,243,3,29,385
"287",33,77645,0.889257183939266,8151,8661,113,2131,57530,2012,2,46,167,0,12,240
"288",33,77645,0.889257183939266,8151,8661,113,2131,57530,2013,1,27,88,0,3,127
"289",33,77645,0.889257183939266,8151,8661,113,2131,57530,2014,0,10,20,0,1,32
"290",33,77645,0.889257183939266,8151,8661,113,2131,57530,2015,0,3,6,0,0,9
"291",33,77645,0.889257183939266,8151,8661,113,2131,57530,2016,0,1,16,1,2,20
"292",33,77645,0.889257183939266,8151,8661,113,2131,57530,2017,0,19,36,0,3,60
"293",33,77645,0.889257183939266,8151,8661,113,2131,57530,2018,0,5,22,0,1,28
"294",34,112375,1.79179596518117,25291,5293,115,2683,77446,2005,0,0,0,0,0,0
"295",34,112375,1.79179596518117,25291,5293,115,2683,77446,2006,0,27,128,0,7,167
"296",34,112375,1.79179596518117,25291,5293,115,2683,77446,2007,3,78,234,0,14,331
"297",34,112375,1.79179596518117,25291,5293,115,2683,77446,2008,2,79,335,1,21,447
"298",34,112375,1.79179596518117,25291,5293,115,2683,77446,2009,4,82,258,0,8,364
"299",34,112375,1.79179596518117,25291,5293,115,2683,77446,2010,6,80,360,2,18,487
"300",34,112375,1.79179596518117,25291,5293,115,2683,77446,2011,2,58,324,2,18,434
"301",34,112375,1.79179596518117,25291,5293,115,2683,77446,2012,2,44,309,1,9,402
"302",34,112375,1.79179596518117,25291,5293,115,2683,77446,2013,1,34,229,0,18,292
"303",34,112375,1.79179596518117,25291,5293,115,2683,77446,2014,0,9,73,1,6,92
"304",34,112375,1.79179596518117,25291,5293,115,2683,77446,2015,0,4,10,0,0,14
"305",34,112375,1.79179596518117,25291,5293,115,2683,77446,2016,0,1,19,0,0,21
"306",34,112375,1.79179596518117,25291,5293,115,2683,77446,2017,0,13,35,0,2,51
"307",34,112375,1.79179596518117,25291,5293,115,2683,77446,2018,0,5,37,0,2,44
"308",40,91497,2.07684180273771,1428,23680,177,542,64887,2005,1,11,11,0,0,23
"309",40,91497,2.07684180273771,1428,23680,177,542,64887,2006,3,312,359,1,8,720
"310",40,91497,2.07684180273771,1428,23680,177,542,64887,2007,1,314,363,0,13,715
