"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","Weapon","HandCuff","PepperSpray","Firearm","Other","CEW","Instruction","Stopped"
"1","Male","Black",2005,1,"Assault",0,1,0,0,0,0,0,1,0,0,2
"2","Male","Asian",2006,1,"Assault",0,2,0,0,0,0,0,0,0,0,7
"3","Female","Black",2006,1,"Assault",0,1,0,0,0,0,0,1,0,0,3
"4","Male","Black",2006,1,"Assault",5,19,5,0,8,1,0,10,0,0,37
"5","Female","Hispanic",2006,1,"Assault",0,0,0,0,0,0,0,0,0,0,1
"6","Male","Hispanic",2006,1,"Assault",1,14,1,0,6,0,0,6,0,0,23
"7","Male","Other",2006,1,"Assault",0,0,0,0,0,0,0,2,0,0,2
"8","Male","White",2006,1,"Assault",0,15,2,0,2,0,0,14,0,0,24
"9","Female","Asian",2007,1,"Assault",0,1,0,0,0,0,0,1,0,0,1
"10","Male","Asian",2007,1,"Assault",2,2,2,0,4,0,0,3,0,0,8
"11","Female","Black",2007,1,"Assault",0,1,0,0,0,0,0,0,0,0,3
"12","Male","Black",2007,1,"Assault",8,17,8,0,7,0,3,9,0,0,35
"13","Female","Hispanic",2007,1,"Assault",0,0,0,0,0,0,0,0,0,0,2
"14","Male","Hispanic",2007,1,"Assault",3,5,2,0,0,0,0,3,0,0,18
"15","Male","Native",2007,1,"Assault",0,0,0,0,0,0,0,0,0,0,1
"16","Male","Other",2007,1,"Assault",0,1,0,0,0,0,0,0,0,0,1
"17","Female","White",2007,1,"Assault",1,1,0,0,1,0,0,0,0,0,2
"18","Male","White",2007,1,"Assault",1,11,3,0,5,0,1,6,0,0,15
"19","Female","Asian",2008,1,"Assault",0,0,0,0,0,0,0,1,0,0,1
"20","Male","Asian",2008,1,"Assault",0,5,1,0,1,0,0,2,0,0,6
"21","Female","Black",2008,1,"Assault",2,2,2,0,0,0,0,0,0,0,5
"22","Male","Black",2008,1,"Assault",6,33,9,0,11,0,0,22,0,0,53
"23","Female","Hispanic",2008,1,"Assault",1,1,1,0,1,0,0,0,0,0,1
"24","Male","Hispanic",2008,1,"Assault",0,13,1,0,1,0,2,10,0,0,22
"25","Male","Other",2008,1,"Assault",0,0,0,0,0,0,0,0,0,0,2
"26","Unknown","Other",2008,1,"Assault",1,0,1,0,0,0,0,1,0,0,1
"27","Female","White",2008,1,"Assault",0,0,0,0,0,0,0,0,0,0,3
"28","Male","White",2008,1,"Assault",1,8,2,0,3,0,0,3,0,0,13
"29","Female","Asian",2009,1,"Assault",0,2,0,0,0,0,0,0,0,0,2
"30","Male","Asian",2009,1,"Assault",0,5,0,2,3,0,0,5,0,0,9
"31","Female","Black",2009,1,"Assault",0,3,0,0,0,0,0,0,0,0,9
"32","Male","Black",2009,1,"Assault",0,22,0,0,3,0,0,12,0,0,43
"33","Male","Hispanic",2009,1,"Assault",5,15,4,0,8,0,4,10,0,0,25
"34","Female","Other",2009,1,"Assault",1,2,0,0,0,0,0,1,0,0,2
"35","Male","Other",2009,1,"Assault",1,5,1,0,1,0,1,5,0,0,7
"36","Female","White",2009,1,"Assault",0,7,0,0,0,0,0,0,0,0,7
"37","Male","White",2009,1,"Assault",2,18,3,0,5,0,3,10,0,0,34
"38","Female","Asian",2010,1,"Assault",1,1,1,0,1,0,0,1,0,0,2
"39","Male","Asian",2010,1,"Assault",2,2,2,0,0,0,0,3,0,0,12
"40","Female","Black",2010,1,"Assault",0,0,0,0,0,0,0,0,0,0,3
"41","Male","Black",2010,1,"Assault",6,25,4,0,6,0,1,15,0,0,45
"42","Female","Hispanic",2010,1,"Assault",0,0,0,0,1,0,0,1,0,0,4
"43","Male","Hispanic",2010,1,"Assault",7,11,6,0,3,0,2,9,0,0,28
"44","Male","Native",2010,1,"Assault",2,4,2,0,1,0,0,3,0,0,4
"45","Male","Other",2010,1,"Assault",0,1,0,0,1,0,0,0,0,0,1
"46","Female","White",2010,1,"Assault",1,0,1,0,1,0,0,0,0,0,3
"47","Male","White",2010,1,"Assault",8,18,7,0,6,0,0,14,0,0,37
"48","Female","Asian",2011,1,"Assault",0,0,0,0,0,0,0,0,0,0,2
"49","Male","Asian",2011,1,"Assault",2,3,2,0,2,1,0,5,0,0,12
"50","Female","Black",2011,1,"Assault",1,0,1,0,5,0,0,1,0,0,10
"51","Male","Black",2011,1,"Assault",12,26,10,0,9,0,0,24,0,0,62
"52","Female","Hispanic",2011,1,"Assault",1,1,0,0,1,0,0,2,0,0,5
"53","Male","Hispanic",2011,1,"Assault",1,13,1,0,3,0,0,9,0,0,27
"54","Male","Native",2011,1,"Assault",0,0,0,0,0,0,0,0,0,0,1
"55","Female","White",2011,1,"Assault",0,0,0,0,1,0,0,1,0,0,3
"56","Male","White",2011,1,"Assault",3,22,3,0,6,0,4,19,0,0,44
"57","Male","Asian",2012,1,"Assault",0,1,0,0,1,0,0,0,0,0,7
"58","Female","Black",2012,1,"Assault",1,4,0,0,1,0,0,2,0,0,13
"59","Male","Black",2012,1,"Assault",6,13,4,0,3,0,1,5,0,0,34
"60","Female","Hispanic",2012,1,"Assault",0,3,1,0,2,0,0,3,0,0,9
"61","Male","Hispanic",2012,1,"Assault",0,2,0,0,1,0,0,0,0,0,19
"62","Male","Native",2012,1,"Assault",0,0,0,0,0,0,0,0,0,0,2
"63","Unknown","Other",2012,1,"Assault",0,0,0,0,0,0,0,0,0,0,1
"64","Male","White",2012,1,"Assault",0,5,2,0,1,0,0,6,0,0,18
"65","Female","Black",2013,1,"Assault",0,2,0,0,1,0,0,0,0,0,5
"66","Male","Black",2013,1,"Assault",4,10,1,0,7,0,0,4,0,0,17
"67","Male","Hispanic",2013,1,"Assault",1,7,3,0,2,0,1,3,0,0,12
"68","Male","White",2013,1,"Assault",0,1,0,0,0,0,0,1,0,0,2
"69","Male","Black",2014,1,"Assault",1,2,1,0,2,0,0,2,0,0,4
"70","Male","Hispanic",2014,1,"Assault",0,4,1,0,1,0,0,1,0,0,4
"71","Female","Black",2015,1,"Assault",0,1,1,0,1,0,0,0,0,0,1
"72","Male","Black",2015,1,"Assault",1,5,1,0,3,0,0,1,0,0,8
"73","Male","Hispanic",2015,1,"Assault",0,0,0,0,2,0,0,0,0,0,3
"74","Male","White",2015,1,"Assault",0,0,0,0,1,0,0,0,0,0,2
"75","Male","Black",2016,1,"Assault",1,3,1,0,2,0,0,1,0,0,3
"76","Unknown","Black",2016,1,"Assault",0,0,0,0,0,0,0,0,0,0,1
"77","Male","White",2016,1,"Assault",1,2,1,0,1,0,0,1,0,0,4
"78","Male","Black",2017,1,"Assault",0,2,0,0,5,0,0,0,0,5,8
"79","Female","Hispanic",2017,1,"Assault",0,0,0,0,0,0,0,0,0,1,1
"80","Male","White",2017,1,"Assault",0,0,0,0,0,0,0,0,0,4,4
"81","Male","Black",2018,1,"Assault",0,0,0,0,2,0,0,0,0,7,9
"82","Male","Hispanic",2018,1,"Assault",1,1,0,0,0,0,1,0,0,3,3
"83","Male","White",2018,1,"Assault",0,1,0,0,1,0,0,0,0,0,1
"84","Male","Asian",2005,5,"Assault",0,2,0,0,0,0,0,1,0,0,3
"85","Female","Hispanic",2005,5,"Assault",1,1,1,0,0,0,0,0,0,0,1
"86","Male","Hispanic",2005,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"87","Female","Asian",2006,5,"Assault",5,5,0,0,0,0,0,5,0,0,10
"88","Male","Asian",2006,5,"Assault",6,76,13,0,13,0,5,34,0,0,128
"89","Unknown","Asian",2006,5,"Assault",1,1,0,0,0,0,0,1,0,0,1
"90","Female","Black",2006,5,"Assault",0,0,0,0,0,0,0,1,0,0,6
"91","Male","Black",2006,5,"Assault",6,25,6,0,9,0,0,14,0,0,55
"92","Female","Hispanic",2006,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"93","Male","Hispanic",2006,5,"Assault",6,38,13,0,10,0,0,22,0,0,73
"94","Male","Native",2006,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"95","Female","Other",2006,5,"Assault",0,0,0,0,0,0,0,0,0,0,2
"96","Male","Other",2006,5,"Assault",2,4,2,0,2,0,0,1,0,0,8
"97","Unknown","Other",2006,5,"Assault",1,6,2,0,1,0,0,1,0,0,8
"98","Female","White",2006,5,"Assault",1,0,0,0,0,0,0,1,0,0,4
"99","Male","White",2006,5,"Assault",5,13,5,0,5,0,0,7,0,0,32
"100","Female","Asian",2007,5,"Assault",0,2,1,0,1,0,0,1,0,0,5
"101","Male","Asian",2007,5,"Assault",7,44,12,0,11,0,0,32,0,0,84
"102","Unknown","Asian",2007,5,"Assault",0,1,0,0,0,0,0,1,0,0,2
"103","Female","Black",2007,5,"Assault",0,2,0,0,2,0,0,0,0,0,7
"104","Male","Black",2007,5,"Assault",3,16,5,0,5,0,0,14,0,0,43
"105","Female","Hispanic",2007,5,"Assault",0,2,0,0,0,0,0,2,0,0,3
"106","Male","Hispanic",2007,5,"Assault",9,25,9,0,7,0,2,10,0,0,45
"107","Male","Native",2007,5,"Assault",3,4,0,0,0,0,0,4,0,0,5
"108","Female","Other",2007,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"109","Male","Other",2007,5,"Assault",0,1,0,0,0,0,0,1,0,0,9
"110","Male","White",2007,5,"Assault",2,8,2,0,3,0,0,8,0,0,20
"111","Female","Asian",2008,5,"Assault",0,2,1,0,0,0,0,2,0,0,10
"112","Male","Asian",2008,5,"Assault",3,13,4,0,2,0,0,9,0,0,75
"113","Female","Black",2008,5,"Assault",0,0,0,0,0,0,0,1,0,0,3
"114","Male","Black",2008,5,"Assault",10,30,3,0,3,0,0,13,0,0,80
"115","Female","Hispanic",2008,5,"Assault",1,1,1,0,1,0,0,1,0,0,2
"116","Male","Hispanic",2008,5,"Assault",4,44,3,0,3,0,0,16,0,0,78
"117","Unknown","Hispanic",2008,5,"Assault",0,1,0,0,0,0,0,1,0,0,1
"118","Male","Native",2008,5,"Assault",0,1,0,0,0,0,0,0,0,0,1
"119","Female","Other",2008,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"120","Male","Other",2008,5,"Assault",3,3,1,0,3,0,0,3,0,0,8
"121","Unknown","Other",2008,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"122","Female","White",2008,5,"Assault",0,0,0,0,0,0,0,1,0,0,2
"123","Male","White",2008,5,"Assault",1,6,1,0,0,0,0,7,0,0,25
"124","Female","Asian",2009,5,"Assault",0,2,0,0,0,0,0,0,0,0,3
"125","Male","Asian",2009,5,"Assault",5,16,3,0,3,0,1,16,0,0,45
"126","Female","Black",2009,5,"Assault",0,2,0,0,1,0,0,2,0,0,7
"127","Male","Black",2009,5,"Assault",6,39,4,0,13,0,1,19,0,0,76
"128","Female","Hispanic",2009,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"129","Male","Hispanic",2009,5,"Assault",7,25,5,0,4,0,0,18,0,0,63
"130","Female","Other",2009,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"131","Male","Other",2009,5,"Assault",0,1,0,0,0,0,0,2,0,0,8
"132","Unknown","Other",2009,5,"Assault",1,0,0,0,0,0,0,0,0,0,1
"133","Male","White",2009,5,"Assault",0,9,0,0,1,0,0,3,0,0,20
"134","Male","Asian",2010,5,"Assault",5,6,1,0,3,2,0,7,0,0,28
"135","Female","Black",2010,5,"Assault",0,0,0,0,1,0,0,4,0,0,10
"136","Male","Black",2010,5,"Assault",3,15,1,0,4,0,0,12,0,0,48
"137","Female","Hispanic",2010,5,"Assault",1,2,0,0,2,0,0,1,0,0,6
"138","Male","Hispanic",2010,5,"Assault",16,39,8,0,8,0,0,21,0,0,71
"139","Unknown","Hispanic",2010,5,"Assault",0,0,0,0,0,0,0,1,0,0,1
"140","Female","Other",2010,5,"Assault",1,1,0,0,1,0,0,1,0,0,2
"141","Male","Other",2010,5,"Assault",2,5,1,0,3,0,0,5,0,0,12
"142","Unknown","Other",2010,5,"Assault",0,1,0,0,1,0,0,1,0,0,2
"143","Female","White",2010,5,"Assault",0,2,0,0,0,0,0,1,0,0,6
"144","Male","White",2010,5,"Assault",0,4,0,0,3,0,0,3,0,0,16
"145","Female","Asian",2011,5,"Assault",1,2,1,0,0,0,0,4,0,0,7
"146","Male","Asian",2011,5,"Assault",2,11,1,0,1,0,0,9,0,0,44
"147","Unknown","Asian",2011,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"148","Female","Black",2011,5,"Assault",4,3,2,0,0,0,0,1,0,0,8
"149","Male","Black",2011,5,"Assault",8,25,4,0,9,0,1,12,0,0,54
"150","Female","Hispanic",2011,5,"Assault",2,4,2,0,0,0,0,1,0,0,7
"151","Male","Hispanic",2011,5,"Assault",14,42,9,0,11,0,8,24,0,0,69
"152","Unknown","Hispanic",2011,5,"Assault",0,1,0,0,0,0,0,0,0,0,1
"153","Male","Native",2011,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"154","Female","Other",2011,5,"Assault",1,0,0,0,0,0,0,0,0,0,1
"155","Male","Other",2011,5,"Assault",0,1,1,0,0,0,0,2,0,0,9
"156","Unknown","Other",2011,5,"Assault",1,0,0,0,0,0,0,0,0,0,8
"157","Female","White",2011,5,"Assault",0,1,0,0,1,0,0,1,0,0,5
"158","Male","White",2011,5,"Assault",5,6,1,0,1,0,0,3,0,0,15
"159","Female","Asian",2012,5,"Assault",0,0,0,0,0,0,0,0,0,0,13
"160","Male","Asian",2012,5,"Assault",11,14,9,0,9,0,0,2,0,0,49
"161","Unknown","Asian",2012,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"162","Female","Black",2012,5,"Assault",3,1,0,0,0,0,0,1,0,0,12
"163","Male","Black",2012,5,"Assault",9,20,5,0,7,0,0,10,0,0,47
"164","Female","Hispanic",2012,5,"Assault",0,2,0,0,0,0,0,2,0,0,8
"165","Male","Hispanic",2012,5,"Assault",6,20,7,0,3,0,0,12,0,0,46
"166","Male","Native",2012,5,"Assault",0,1,0,0,0,0,0,1,0,0,1
"167","Male","Other",2012,5,"Assault",1,3,2,0,3,0,0,1,0,0,8
"168","Unknown","Other",2012,5,"Assault",0,1,0,0,0,0,0,0,0,0,1
"169","Female","White",2012,5,"Assault",0,0,0,0,0,0,0,0,0,0,4
"170","Male","White",2012,5,"Assault",4,5,2,0,3,0,0,3,0,0,21
"171","Female","Asian",2013,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"172","Male","Asian",2013,5,"Assault",0,1,0,0,0,0,0,0,0,0,14
"173","Female","Black",2013,5,"Assault",1,0,0,0,0,0,0,1,0,0,2
"174","Male","Black",2013,5,"Assault",9,15,2,0,2,0,1,6,0,0,30
"175","Female","Hispanic",2013,5,"Assault",1,1,0,0,0,0,0,2,0,0,3
"176","Male","Hispanic",2013,5,"Assault",2,12,4,0,1,0,0,2,0,0,20
"177","Male","Other",2013,5,"Assault",2,3,1,0,2,0,0,0,0,0,5
"178","Unknown","Other",2013,5,"Assault",0,1,0,0,0,0,0,0,0,0,2
"179","Female","White",2013,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"180","Male","White",2013,5,"Assault",0,2,1,0,1,0,0,1,0,0,14
"181","Male","Asian",2014,5,"Assault",0,1,0,0,2,0,1,1,0,0,4
"182","Female","Black",2014,5,"Assault",1,0,0,0,0,0,0,0,0,0,2
"183","Male","Black",2014,5,"Assault",1,4,1,0,2,0,0,2,0,0,9
"184","Female","Hispanic",2014,5,"Assault",0,1,0,0,0,0,0,0,0,0,1
"185","Male","Hispanic",2014,5,"Assault",3,9,3,0,1,0,0,4,0,0,13
"186","Female","Native",2014,5,"Assault",0,0,0,0,0,0,0,1,0,0,1
"187","Male","Other",2014,5,"Assault",1,4,0,0,1,0,0,3,0,0,5
"188","Female","White",2014,5,"Assault",0,0,0,0,0,0,0,0,0,0,3
"189","Male","White",2014,5,"Assault",0,2,0,0,0,0,0,0,0,0,5
"190","Male","Asian",2015,5,"Assault",0,1,0,0,1,0,0,0,0,0,2
"191","Female","Black",2015,5,"Assault",0,0,0,0,1,0,0,0,0,0,3
"192","Male","Black",2015,5,"Assault",4,3,3,0,2,0,0,2,0,0,7
"193","Male","Hispanic",2015,5,"Assault",0,2,2,0,0,0,0,2,0,0,3
"194","Male","White",2015,5,"Assault",0,0,0,0,1,0,0,0,0,0,2
"195","Female","Asian",2016,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"196","Male","Asian",2016,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"197","Female","Black",2016,5,"Assault",1,0,1,0,0,0,0,0,0,0,1
"198","Male","Black",2016,5,"Assault",0,1,1,0,0,0,0,0,0,0,4
"199","Female","Hispanic",2016,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"200","Male","Hispanic",2016,5,"Assault",2,3,0,0,1,0,0,0,0,0,3
"201","Female","White",2016,5,"Assault",0,0,0,0,0,0,0,0,0,0,1
"202","Female","Black",2017,5,"Assault",1,0,0,0,0,0,0,0,0,1,1
"203","Male","Black",2017,5,"Assault",2,3,0,0,3,0,0,0,0,10,12
"204","Male","Hispanic",2017,5,"Assault",0,0,0,0,0,0,0,0,0,1,1
"205","Male","White",2017,5,"Assault",1,0,0,0,0,0,0,0,0,1,1
"206","Male","Asian",2018,5,"Assault",0,1,0,0,1,0,0,0,0,2,3
"207","Female","Black",2018,5,"Assault",0,0,0,0,1,0,0,0,0,1,2
"208","Male","Black",2018,5,"Assault",2,2,3,0,3,0,0,1,0,8,11
"209","Female","Hispanic",2018,5,"Assault",1,0,1,0,0,0,0,0,0,1,1
"210","Male","Hispanic",2018,5,"Assault",0,0,0,0,1,0,0,1,0,4,5
"211","Male","White",2018,5,"Assault",0,0,0,0,0,0,0,0,0,1,1
"212","Male","Asian",2006,6,"Assault",0,0,0,0,1,0,0,1,0,0,5
"213","Unknown","Asian",2006,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"214","Female","Black",2006,6,"Assault",5,5,4,0,5,0,0,1,0,0,11
"215","Male","Black",2006,6,"Assault",7,44,14,0,11,0,0,29,0,0,96
"216","Female","Hispanic",2006,6,"Assault",1,1,1,0,0,0,0,0,0,0,1
"217","Male","Hispanic",2006,6,"Assault",4,12,5,0,6,0,0,8,0,0,33
"218","Male","Other",2006,6,"Assault",1,3,1,0,1,0,0,0,0,0,9
"219","Unknown","Other",2006,6,"Assault",0,1,0,0,0,0,0,0,0,0,5
"220","Female","White",2006,6,"Assault",0,0,0,0,0,0,0,0,0,0,6
"221","Male","White",2006,6,"Assault",3,14,3,0,4,0,2,8,0,0,45
"222","Male","Asian",2007,6,"Assault",2,1,1,0,0,0,0,0,0,0,6
"223","Female","Black",2007,6,"Assault",0,1,0,0,1,0,0,1,0,0,4
"224","Male","Black",2007,6,"Assault",5,30,9,0,7,0,0,15,0,0,67
"225","Female","Hispanic",2007,6,"Assault",1,1,1,0,0,0,0,0,0,0,2
"226","Male","Hispanic",2007,6,"Assault",2,19,4,0,3,0,0,12,0,0,42
"227","Female","Other",2007,6,"Assault",0,1,1,0,1,0,0,2,0,0,2
"228","Male","Other",2007,6,"Assault",0,4,0,0,1,0,0,5,0,0,9
"229","Unknown","Other",2007,6,"Assault",0,0,0,0,2,0,0,4,0,0,8
"230","Female","White",2007,6,"Assault",1,1,1,0,1,0,0,0,0,0,8
"231","Male","White",2007,6,"Assault",15,25,16,0,12,0,0,19,0,0,53
"232","Female","Asian",2008,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"233","Male","Asian",2008,6,"Assault",1,2,0,0,0,0,0,1,0,0,8
"234","Female","Black",2008,6,"Assault",0,2,0,0,1,0,0,6,0,0,13
"235","Male","Black",2008,6,"Assault",12,43,12,0,9,0,1,29,0,0,108
"236","Female","Hispanic",2008,6,"Assault",1,1,1,0,1,0,0,3,0,0,6
"237","Male","Hispanic",2008,6,"Assault",6,17,5,0,8,0,0,10,0,0,45
"238","Unknown","Hispanic",2008,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"239","Male","Native",2008,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"240","Female","Other",2008,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"241","Male","Other",2008,6,"Assault",0,0,0,0,0,0,0,0,0,0,5
"242","Unknown","Other",2008,6,"Assault",0,1,0,0,0,0,0,0,0,0,4
"243","Female","White",2008,6,"Assault",2,2,2,0,2,0,0,1,0,0,6
"244","Male","White",2008,6,"Assault",8,20,8,0,10,0,0,25,0,0,53
"245","Male","Asian",2009,6,"Assault",1,2,1,0,1,0,0,1,0,0,2
"246","Female","Black",2009,6,"Assault",1,0,0,0,1,0,0,0,0,0,3
"247","Male","Black",2009,6,"Assault",8,26,10,0,8,0,1,16,0,0,69
"248","Unknown","Black",2009,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"249","Female","Hispanic",2009,6,"Assault",2,2,2,0,2,0,0,3,0,0,8
"250","Male","Hispanic",2009,6,"Assault",3,14,3,0,5,0,0,12,0,0,25
"251","Female","Other",2009,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"252","Male","Other",2009,6,"Assault",1,1,1,0,0,0,0,2,0,0,4
"253","Unknown","Other",2009,6,"Assault",0,2,0,0,0,0,0,3,0,0,3
"254","Female","White",2009,6,"Assault",0,0,0,0,0,0,0,0,0,0,5
"255","Male","White",2009,6,"Assault",5,11,4,0,6,0,0,5,0,0,28
"256","Unknown","White",2009,6,"Assault",0,1,0,0,0,0,0,0,0,0,1
"257","Female","Asian",2010,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"258","Male","Asian",2010,6,"Assault",0,2,1,0,1,0,0,2,0,0,9
"259","Female","Black",2010,6,"Assault",1,2,1,0,2,1,0,2,0,0,8
"260","Male","Black",2010,6,"Assault",7,37,9,1,7,1,3,21,0,0,92
"261","Female","Hispanic",2010,6,"Assault",2,2,2,0,1,0,0,1,0,0,7
"262","Male","Hispanic",2010,6,"Assault",9,21,8,0,7,0,1,11,0,0,45
"263","Unknown","Hispanic",2010,6,"Assault",1,1,1,0,1,0,0,1,0,0,2
"264","Male","Other",2010,6,"Assault",0,2,0,0,1,0,0,1,0,0,6
"265","Unknown","Other",2010,6,"Assault",1,1,1,0,0,0,0,0,0,0,6
"266","Female","White",2010,6,"Assault",1,2,1,0,2,0,0,0,0,0,9
"267","Male","White",2010,6,"Assault",13,15,6,0,8,0,0,6,0,0,48
"268","Unknown","White",2010,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"269","Male","Asian",2011,6,"Assault",2,3,2,0,2,0,0,4,0,0,10
"270","Female","Black",2011,6,"Assault",2,3,2,0,2,0,0,2,0,0,8
"271","Male","Black",2011,6,"Assault",9,31,11,1,9,0,1,26,0,0,69
"272","Unknown","Black",2011,6,"Assault",1,2,1,0,0,0,0,1,0,0,4
"273","Female","Hispanic",2011,6,"Assault",0,0,0,0,0,0,0,1,0,0,2
"274","Male","Hispanic",2011,6,"Assault",4,16,7,0,4,0,3,13,0,0,30
"275","Unknown","Hispanic",2011,6,"Assault",0,0,0,0,0,0,0,1,0,0,2
"276","Male","Native",2011,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"277","Female","Other",2011,6,"Assault",0,1,0,0,1,0,0,1,0,0,1
"278","Male","Other",2011,6,"Assault",0,1,0,0,0,0,0,0,0,0,4
"279","Unknown","Other",2011,6,"Assault",0,2,1,0,1,0,0,1,0,0,5
"280","Female","White",2011,6,"Assault",1,1,1,0,0,0,0,0,0,0,7
"281","Male","White",2011,6,"Assault",4,14,3,0,8,0,1,10,0,0,41
"282","Male","Asian",2012,6,"Assault",1,2,2,0,0,0,0,2,0,0,5
"283","Female","Black",2012,6,"Assault",0,1,0,0,0,0,0,0,0,0,11
"284","Male","Black",2012,6,"Assault",9,47,15,0,13,0,0,24,0,0,103
"285","Unknown","Black",2012,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"286","Female","Hispanic",2012,6,"Assault",1,4,0,0,0,0,0,1,0,0,12
"287","Male","Hispanic",2012,6,"Assault",4,27,6,0,9,0,0,16,0,0,58
"288","Male","Native",2012,6,"Assault",0,1,0,0,0,0,0,1,0,0,4
"289","Female","Other",2012,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"290","Male","Other",2012,6,"Assault",0,1,0,0,0,0,0,2,0,0,4
"291","Unknown","Other",2012,6,"Assault",0,3,0,0,1,0,0,1,0,0,8
"292","Female","White",2012,6,"Assault",0,0,0,0,0,0,0,0,0,0,4
"293","Male","White",2012,6,"Assault",8,26,10,1,4,0,1,13,0,0,61
"294","Male","Asian",2013,6,"Assault",1,1,0,0,1,0,0,2,0,0,7
"295","Female","Black",2013,6,"Assault",0,0,0,0,0,0,0,0,0,0,3
"296","Male","Black",2013,6,"Assault",1,16,3,0,3,0,0,8,0,0,37
"297","Unknown","Black",2013,6,"Assault",0,1,0,0,0,0,0,0,0,0,1
"298","Female","Hispanic",2013,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"299","Male","Hispanic",2013,6,"Assault",1,8,0,0,4,0,0,4,0,0,17
"300","Male","Other",2013,6,"Assault",1,2,1,0,1,0,0,1,0,0,4
"301","Unknown","Other",2013,6,"Assault",1,1,1,0,2,0,0,1,0,0,4
"302","Female","White",2013,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"303","Male","White",2013,6,"Assault",7,10,6,0,5,0,2,7,0,0,34
"304","Unknown","White",2013,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"305","Female","Black",2014,6,"Assault",0,1,0,1,1,0,0,0,0,0,1
"306","Male","Black",2014,6,"Assault",0,4,2,0,1,0,2,3,0,0,5
"307","Male","Hispanic",2014,6,"Assault",0,1,1,0,0,0,0,0,0,0,1
"308","Male","Black",2015,6,"Assault",0,0,0,0,0,0,0,1,0,0,2
"309","Male","White",2015,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"310","Male","Black",2016,6,"Assault",0,1,1,0,1,0,0,1,0,0,1
"311","Female","Hispanic",2016,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"312","Male","Hispanic",2016,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"313","Female","White",2016,6,"Assault",0,0,0,0,0,0,0,0,0,0,1
"314","Male","White",2016,6,"Assault",0,1,0,0,1,0,0,0,0,0,1
"315","Male","Black",2017,6,"Assault",2,2,2,0,0,0,0,0,0,10,10
"316","Male","Hispanic",2017,6,"Assault",0,0,0,0,0,0,0,0,0,2,2
"317","Male","White",2017,6,"Assault",1,1,0,0,0,0,0,0,0,2,2
"318","Male","Asian",2018,6,"Assault",2,0,1,0,1,0,0,0,0,1,2
"319","Male","Black",2018,6,"Assault",3,3,3,0,2,0,0,0,0,8,9
"320","Male","Hispanic",2018,6,"Assault",0,1,0,0,1,0,0,0,0,0,1
"321","Female","White",2018,6,"Assault",1,1,1,0,0,0,0,0,0,1,1
"322","Male","White",2018,6,"Assault",0,1,0,0,0,0,0,0,0,1,1
"323","Male","Asian",2005,7,"Assault",0,0,0,0,0,0,0,0,0,0,1
"324","Male","Black",2005,7,"Assault",0,2,0,0,0,0,0,1,0,0,3
"325","Female","Hispanic",2005,7,"Assault",0,1,0,0,0,0,0,0,0,0,1
"326","Male","Hispanic",2005,7,"Assault",1,2,1,0,0,0,0,1,0,0,3
"327","Male","White",2005,7,"Assault",0,1,0,0,0,0,0,0,0,0,3
"328","Female","Asian",2006,7,"Assault",0,0,0,0,0,0,0,0,0,0,1
"329","Male","Asian",2006,7,"Assault",0,3,0,0,0,0,0,2,0,0,17
"330","Female","Black",2006,7,"Assault",1,2,1,0,1,0,0,2,0,0,3
"331","Male","Black",2006,7,"Assault",8,35,9,0,3,0,1,16,0,0,60
"332","Unknown","Black",2006,7,"Assault",0,1,0,0,0,0,0,0,0,0,1
